S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220900319,1,Y,23/09/2022,FERDY WIDASMARA,CU02347,PT ADDEL CIPTA GRAHA,DPACG00054,JL RAYA KALIABANG GOLDEN CITY RUKO DIAMOND UJUNG LINGKAR UTARA,BEKASI UTARA    , ,25FN12A06XXX,57.00 ,57.00 ,57.00,,,,,,,,14.00,21.00,14.00,8.00,,,,,,,,,,,,,,CPS,C3000D,,,
SO02-IDM220900457,1,Y,23/09/2022,FERDY WIDASMARA,CU05372,PT. BERKAH SEMANGAT SENTOSA,DPBSS00059,JL TRANSYOGI CIBUBUR (SAMPING RUMAH MAKAN KEMANGI),CIBUBUR    , ,30FN12A06XXX,100.00 ,100.00 ,40.00,,,,,,,,,14.00,14.00,12.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220700117,1,Y,23/09/2022,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00025,WSK BEKASI,BEKASI    , ,30FI12A06XXX,200.00 ,12.00 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM220900460,1,Y,23/09/2022,HERI KUSWANTO,CU05029,PT. PERMATA HARAPAN TUBERSEL,DPPHT00002,CITRALAND CIBUBUR MEKARSARI NEW ARECA JL RAYA JONGGOL CILEUNGSI,BOGOR    , ,22FI12A06XXX,24.00 ,24.00 ,24.00,,,,,,,,,,,14.00,10.00,,,,,,,,,,,,,CPS,C0000E,,,
SO03-IDM220900335,1,Y,23/09/2022,HERI KUSWANTO,CU01127,PT MULTIKARYA SARANAPERKASA,DPMSP00030,JPN - UNIT BEKASI JL PONDOK UNGU - KALIABANG NO 206 KM 031 RT 001 RW 024 PEJUANG,KEC MEDAN SATRIA KOTA BEKASI    , ,30PX12A06XXX,50.00 ,50.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220900224,1,Y,23/09/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,50.00 ,14.00,,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,MANUAL,C4500D,,,
SO02-IDM220900464,1,Y,23/09/2022,HERI KUSWANTO,CU04432,PT ALHADI BERKAH SUKSES,DPABS00153,DKM MASJID HIDAYATUL IMAN. PERUM GRIYA ASRI 2 BLOK G4 NO 41 RT 03 RW 026,TAMBUN SELATAN BEKASI    , ,25PX12A06XXX,13.00 ,13.00 ,13.00,,,,,,,,13.00,,,,,,,,,,,,,,,,,CPS,C0000E,,,
SO02-IDM220900370,1,Y,23/09/2022,HERI KUSWANTO,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00012,CLUSTER CHERRY VILLE GRAND WISATA LAMBANGSARI TAMBUN,BEKASI    , ,22FI12A06XXX,14.00 ,7.00 ,7.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220900167,1,Y,23/09/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00091,12001446. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,140.00 ,77.00 ,21.00,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM220900490,1,Y,23/09/2022,HERI KUSWANTO,CU04956,PT. MITRA BANGUN CIPTA,DPMBC00012,CLUSTER CHERRY VILLE GRAND WISATA LAMBANGSARI TAMBUN,BEKASI    , ,LCFN12A06XXX,6.00 ,6.00 ,6.00,,,,,,,,,,,,6.00,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM220900168,1,Y,23/09/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00091,12001446. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC14XXC11XXX,84.00 ,77.00 ,21.00,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,,
