S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210900392,1,Y,08/10/2021,DARMA UJUR SIMBOLON,CU02126,PT KADI INTERNATIONAL,DPKII00004,PEMELIHARAAN PRIODIK REKONSTRUKSI PADA JALAN TOL LINGKAR LUAR JAKARTA (JORR),SEKSI E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK RANJI JALUR D    , ,VIPER45-03,212.00 ,14.0,,,,,,,,,,,,,,,,,,,,,,,7.00,7.00,MANUAL,C3000D,,,
SO03-IDM210900393,1,Y,08/10/2021,DARMA UJUR SIMBOLON,CU02126,PT KADI INTERNATIONAL,DPKII00004,PEMELIHARAAN PRIODIK REKONSTRUKSI PADA JALAN TOL LINGKAR LUAR JAKARTA (JORR),SEKSI E1 E2 E3 W2S JALUR A DAN ULUJAMI PONDOK RANJI JALUR D    , ,BC25XXA06JOR,225.00 ,10.0,,,,,,,,,,,,,,,,,,,,,5.00,5.00,,,MANUAL,C3000D,,,
SO02-IDM210900110,1,Y,08/10/2021,DEDE JUNAEDI,CU04772,PT. FITAMA PUTRI MANDIRI,DPFPM00007,PEKERJAAN LANJUTAN PENAMBAHAN IPAL BERSAMA UNTUK MENGELOLA SIR SUNGAI,YANG TERCEMAR AIR LINDI KEL SUMUR BATU KEC BANTARGEBANG BEKASI    , ,35PX12A06BKS,116.00 ,70.0,,,,,,,,,,,,,,,,,,,,,,,35.00,35.00,CPS,C0000E,,,
SO02-IDM210900568,1,Y,08/10/2021,DEDE JUNAEDI,CU04772,PT. FITAMA PUTRI MANDIRI,DPFPM00007,PEKERJAAN LANJUTAN PENAMBAHAN IPAL BERSAMA UNTUK MENGELOLA SIR SUNGAI,YANG TERCEMAR AIR LINDI KEL SUMUR BATU KEC BANTARGEBANG BEKASI    , ,35PX12A06BKS,255.00 ,175.0,,,,,,,,,,,,,,,,,,,,35.00,35.00,35.00,35.00,35.00,CPS,C0000E,,,
SO02-IDM211000077,1,Y,08/10/2021,DEDE JUNAEDI,CU04772,PT. FITAMA PUTRI MANDIRI,DPFPM00007,PEKERJAAN LANJUTAN PENAMBAHAN IPAL BERSAMA UNTUK MENGELOLA SIR SUNGAI,YANG TERCEMAR AIR LINDI KEL SUMUR BATU KEC BANTARGEBANG BEKASI    , ,35PX12A06BKS,500.00 ,245.0,,,,,,,,,,,,,35.00,35.00,35.00,35.00,35.00,35.00,35.00,,,,,,CPS,C0000E,,,
SO02-IDM211000041,1,Y,08/10/2021,DEDE JUNAEDI,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,53.00 ,42.0,,,,,,,,14.00,14.00,14.00,,,,,,,,,,,,,,,,C0000A,,,
SO03-IDM210900168,1,Y,08/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,4170.00 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210900548,1,Y,08/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,3000.00 ,84.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,MANUAL,C3000D,,,
SO03-IDM210900169,1,Y,08/10/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,880.00 ,14.0,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
