S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,1.0,2.0,3.0,4.0,5.0,6.0,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210600003,1,Y,04/06/2021,DEDE JUNAEDI,CU00071,PT WAHANA PAPAN SEJATI,DCWPS00054,RUMAH TYPE BELMONT BLOK DD3 NO 07 CITRA GRAN,CIBUBUR    , ,22FI12A06XXX,9.00 ,9.0,,,9.00,,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210600008,1,Y,04/06/2021,DEDE JUNAEDI,CU02492,PT BANGUN KREASI ESTIKA,DPBKE00026,PERUMAHAN METLAND TRANSYOGI CLUSTER WESTFIELD BLOK TJ 3 JL RAYA CILEUNGSI - SETU,SERANG KM 2 CILEUNGSI - BOGOR 16820    , ,22FI12A06XXX,18.00 ,18.0,,18.00,,,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210400280,1,Y,04/06/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00019,PABRIK BOSCO JL SATOPATI NO 77 RT 004 RW 002 BANTAR GEBANG,KOTA BEKASI JAWA BARAT 17151    , ,30PX12A06GAP,429.00 ,45.0,,,21.00,21.00,3.00,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210600004,1,Y,04/06/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,5.0,,5.00,,,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210500130,1,Y,04/06/2021,DEDE JUNAEDI,CU02884,PT CATUREKA ADIKRIDA,DPCEK00010,ADD REPAIR CONCRETE HALAMAN CANNING PONDOK UNGU BEKASI,BEKASI    , ,30PX12A06XXX,5.00 ,5.0,,,,5.00,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210500054,1,Y,04/06/2021,DEDE JUNAEDI,CU01034,PT BIYA MAESTRO HARDSCAPE,DPBMH00022,MORIZEN SUMMARECON BEKASI,BEKASI    , ,25FI12A06XXX,6.00 ,6.0,,,,,6.00,,,,,,,,,,,,,,,,,,,,MANUAL,C3000C,,
SO03-IDM210400123,1,Y,04/06/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,857.90 ,7.0,,,7.00,,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210400126,1,Y,04/06/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,3595.00 ,42.0,,,7.00,,14.00,,14.00,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM210400207,1,Y,04/06/2021,DEDE JUNAEDI,CU01255,PT STRUCTURAL PRECAST CONCRETE INDONESIA,DPSPC00024,PEMBANGUNAN JEMBATAN METLAND UJUNG,MENTENG    , ,30FI12A06XXX,3.50 ,3.5,,,,,,3.50,,,,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210400258,1,Y,04/06/2021,DEDE JUNAEDI,CU01255,PT STRUCTURAL PRECAST CONCRETE INDONESIA,DPSPC00024,PEMBANGUNAN JEMBATAN METLAND UJUNG,MENTENG    , ,30FI12A06XXX,3.50 ,3.5,,,,,,3.50,,,,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210500111,1,Y,04/06/2021,DEDE JUNAEDI,CU01255,PT STRUCTURAL PRECAST CONCRETE INDONESIA,DPSPC00024,PEMBANGUNAN JEMBATAN METLAND UJUNG,MENTENG    , ,30FI12A06XXX,68.00 ,14.0,,,,,,14.00,,,,,,,,,,,,,,,,,,,MANUAL,C0000E,,
