S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R28CMP - Plant Cempaka Putih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM190800016,1,Y,08/08/2019,ARGO YOSO,CU02921,RPHU,DPTCA00002,RPHU RAWA TERATE,JL. RAWA KEPITING KAWASAN INDUSTRI PULOGADUNG    , ,30PX12A06GAP,2220.00 ,180.00,,,,,,,,,21.00,21.00,21.00,21.00,21.00,21.00,21.00,21.00,12.00,,,,,,,,CPS,C3000D,,
SO03-IDM190100119,1,Y,08/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,M5FNXXS06XXX,114.00 ,2.00,,,,,,,,,,,,,,,,,,,,,,2.00,,,CPS,C3000D,,
SO03-IDM190500062,1,Y,08/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,35MI16A06SP1,189.00 ,21.00,,,,,,,,,,,,,,,,,,,,,,,21.00,,CPS,C3000D,,
SO03-IDM190600074,1,Y,08/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,35MI12A06SP1,161.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,7.00,,,MANUAL,C3000D,,
SO03-IDM190700225,1,Y,08/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,40MI12A06RAJ,609.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,7.00,,MANUAL,C3000D,,
SO03-IDM190700416,1,Y,08/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,45MI16A06RAJ,188.50 ,7.00,,,,,,,,,,,,,,,,,,,,,,7.00,,,MANUAL,C3000D,,
SO03-IDM190700533,1,Y,08/08/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,30MI12A06RAJ,852.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,7.00,,MANUAL,C3000D,,
SO03-IDM190700439,1,Y,08/08/2019,SULAIMAN,CU02062,PT PARAMITA BANGUN SARANA TBK,DPPBS00013,WH-SMARTFREN (JKT) - EXT OFFICE SMARTFREN,SABANG    , ,35MI18A06XXX,1000.00 ,41.00,,,,,,,,,,,,,,,,,21.00,20.00,,,,,,,BORPILE,C3000C,,
