S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210400123,1,Y,25/08/2021,DWI NOVIYANTI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,10PX12A06XXX,284.90 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700253,1,Y,25/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,969.00 ,42.0,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,MANUAL,C3000D,,,
SO03-IDM210700254,1,Y,25/08/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,953.50 ,95.0,,,,,,,,,7.00,5.00,5.00,5.00,5.00,5.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210800152,1,Y,25/08/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00038,REKON RAMP D & RAMP H,KP RAMBUTAN    , ,VCTB,84.00 ,21.0,,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,MANUAL,C3000D,,,
SO03-IDM210800054,1,Y,25/08/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,22.00 ,14.0,,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800299,1,Y,25/08/2021,FERDY WIDASMARA,CU04698,PT. TAMADO KONSTRUKSINDO SELARAS,DPTKS00006,LOCO PROYEK TPST BANTAR GEBANG CIKETING UDIK,BEKASI    , ,45RX07A06XXX,100.00 ,56.0,,,,,,,,,,,,,,,,,,,14.00,14.00,14.00,14.00,,,MANUAL,C0000E,,,
SO03-IDM210800235,1,Y,25/08/2021,DEDE JUNAEDI,CU00211,PT IKAGRIYA DARMAPERSADA,DPIDA00254,CITRALAND13. CLUSTER MONTEVERDE C3 NO 5 KM4 JONGGOL,JONGGOL    , ,22FI12A06XXX,50.00 ,10.0,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C3000C,,,
SO03-IDM210800268,1,Y,25/08/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,60.00 ,15.0,,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800300,1,Y,25/08/2021,FERDY WIDASMARA,CU04698,PT. TAMADO KONSTRUKSINDO SELARAS,DPTKS00006,LOCO PROYEK TPST BANTAR GEBANG CIKETING UDIK,BEKASI    , ,LCPX12A06XXX,50.00 ,21.0,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800076,1,Y,25/08/2021,DEDE JUNAEDI,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00041,"CV CIBALAGUNG INDAH PERSADA. PT RUSLI VINILON SAKTI JL NAROGONG KM 15,5",KAB BOGOR    , ,30PX12A06XXX,180.00 ,35.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210800349,1,Y,25/08/2021,FERDY WIDASMARA,CU04337,PT. BAHTERA MADYA UTAMA,DPBMU00002,"PT UNIVERSAL AGRI BISNISINDO. JL RAYA NAROGONG KM 13,5 BANTAR GEBANG",BEKASI    , ,30PX12A06XXX,24.00 ,24.0,,,,,,,,,7.00,7.00,7.00,3.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700352,1,Y,25/08/2021,DEDE JUNAEDI,CU04324,PT. KUSUMA KARYA ABADI,DPKKA00004,GEREJA TIBERIAS BEKASI TOWN SQUARE (BETOS) JL CUT MEUTIA KEL MARGAHAYU,KEC BEKASI TIMUR    , ,35PX12A06XXX,80.50 ,18.0,,,,,,,,,,6.00,6.00,6.00,,,,,,,,,,,,,MANUAL,C6000D,,,
SO03-IDM210800179,1,Y,25/08/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00023,MULIA RAYA PANGKALAN 6 BEKASI,BEKASI    , ,30PX12A06XXX,1000.00 ,30.0,,,,,,,,,,,14.00,14.00,2.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800317,1,Y,25/08/2021,DEDE JUNAEDI,CT01795,BP SADIN BELONG (NIK 3201070607840006),DRSDB00007,PERUM TAMAN RIA PERSADA BLOK A8 NO 26 DESA PASIRANGIN CILEUNGSI,BOGOR    , ,25FI12A06XXX,7.00 ,7.0,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM210800296,1,Y,25/08/2021,DEDE JUNAEDI,CU04503,PT. CITRA BUANA KREASI PRATAMA,DPCBK00007,JL CIKIWUL NO 4 BANTAR GEBANG,BEKASI JAWA BARAT    , ,30BD16C06XXX,25.00 ,10.0,,,,,,,,,,,,,,,,7.00,3.00,,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800215,1,Y,25/08/2021,DEDE JUNAEDI,CT04945,BP RINAL RIGJEN SITORUS (NIK 3201070404790024),DRRRS00002,PASIR ANGIN KEC CILEUNGSI BOGOR,BOGOR    , ,25PX12A06XXX,35.00 ,33.0,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,5.00,,,,,,,MANUAL,C0000E,,,
