S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R28CMP - Plant Cempaka Putih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM190300337,1,Y,22/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,M5FNXXS06XXX,77.50 ,2.00,,,,,,,,,,,,,,,,,,,,,2.00,,,,CPS,C3000D,,
SO03-IDM190500062,1,Y,22/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,35MI16A06SP1,189.00 ,42.00,,,,,,,,,,,,,,,,,,,,,,21.00,21.00,,CPS,C3000D,,
SO03-IDM190600074,1,Y,22/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,35MI12A06SP1,327.00 ,21.00,,,,,,,,,,,,,,,,,,,,,,,,21.00,MANUAL,C3000D,,
SO03-IDM190700224,1,Y,22/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,30MI12A06RAJ,633.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,7.00,,,MANUAL,C3000D,,
SO03-IDM190700225,1,Y,22/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,40MI12A06RAJ,940.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,7.00,,MANUAL,C3000D,,
SO03-IDM190300337,1,Y,21/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,M5FNXXS06XXX,77.50 ,2.00,,,,,,,,,,,,,,,,,,,,,2.00,,,,CPS,C3000D,,
SO03-IDM190500062,1,Y,21/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,35MI16A06SP1,189.00 ,42.00,,,,,,,,,,,,,,,,,,,,,,21.00,21.00,,CPS,C3000D,,
SO03-IDM190600074,1,Y,21/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,35MI12A06SP1,327.00 ,21.00,,,,,,,,,,,,,,,,,,,,,,,,21.00,MANUAL,C3000D,,
SO03-IDM190700224,1,Y,21/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,30MI12A06RAJ,633.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,7.00,,,MANUAL,C3000D,,
SO03-IDM190700225,1,Y,21/07/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,40MI12A06RAJ,940.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,7.00,,MANUAL,C3000D,,
