S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO21-IDM221000006,1,Y,22/10/2022,FAJAR TIRTASARI BAHRI,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00043,DEPARTEMEN CIPUTAT RAYA,CIPUTAT    , ,VCTB,352.50 ,235.50 ,12.00,,,,,,,,,,,,,,,,,,6.00,6.00,,,,,,MANUAL,C3000D,,,
SO21-IDM221000007,1,Y,22/10/2022,FAJAR TIRTASARI BAHRI,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00043,DEPARTEMEN CIPUTAT RAYA,CIPUTAT    , ,VIPER08,470.00 ,256.10 ,18.00,,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,,,MANUAL,C3000D,,,
SO03-IDM221000232,1,Y,22/10/2022,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00024,037 - KIAT ANANDA PANGKALAN 6 BEKASI,BEKASI    , ,35FI12A06XXX,800.00 ,800.00 ,98.00,,,,,,,,,21.00,14.00,14.00,14.00,21.00,14.00,,,,,,,,,,,CPS,C3000D,,,
SO03-IDM220700095,1,Y,22/10/2022,FERDY WIDASMARA,CU01012,PT REKACIPTA BANGUN PRATAMA,DPRBP00049,VD-29. PERUMAHAN VIDA JL KENCANA 2 DAN 3 BANTAR GEBANG,BEKASI    , ,LCFU12A06XXX,40.00 ,33.00 ,7.00,,,,,,,,, , ,7.00, , , ,,,,,,,,,,,MANUAL,C3000C,,,
SO02-IDM221000442,1,Y,22/10/2022,HERI KUSWANTO,CU04395,PT. GRAHA TEKINDO UTAMA,DPGTU00003,LANTAI PABRIK JL CINYOSOG BURANGKENG KEC SETU,KOTA BEKASI    , ,30FN12A06XXX,6.00 ,6.00 ,6.00,,,,,,,,,,,6.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM221000226,1,Y,22/10/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,45.00 ,15.00,,,,,,,,,,,5.00,5.00,5.00,,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220400429,1,Y,22/10/2022,HERRU KUSTANTO,CU05016,PT. MEGA CITRA PRATAMA,DPMCP00004,BUKIT PODOMORO JL I GUSTI NGURAH RAI KLENDER,JAKARTA    , ,30PX10A06XXX,1000.00 ,83.50 ,14.00,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM221000132,1,Y,22/10/2022,FERDY WIDASMARA,CU05408,PT. TITIK INDAH PUTRA,DPTIP00031,PEKERJAAN RELOKASI SALURAN GORONG GORONG MALL CIPUTRA CIBUBUR,CIBUBUR    , ,20PX12A06XXX,10.00 ,5.00 ,5.00,,,,,,,,,5.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
