S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220800369,1,Y,29/08/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00084,12001429. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,49.00 ,49.00 ,7.00,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220400429,1,Y,29/08/2022,HERRU KUSTANTO,CU05016,PT. MEGA CITRA PRATAMA,DPMCP00004,BUKIT PODOMORO JL I GUSTI NGURAH RAI KLENDER,JAKARTA    , ,30PX10A06XXX,1000.00 ,629.50 ,14.00,,,,,,,,,,,,,,,7.00,7.00,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM220800376,1,Y,29/08/2022,HERI KUSWANTO,CU04607,PT. DEKA CIPTA CEMERLANG,DPDCC00016,PERUMAHAN CITRAGRAND CIBUBUR CBD PEMBANGUNAN MASJID GRANDBURRY,CIBUBUR    , ,22FI12A06XXX,36.00 ,36.00 ,36.00,,,,,,, ,21.00,15.00, ,,,,,,,,,,,,,,,CPS,C3000D,,,
SO03-IDM220800232,1,Y,29/08/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,25.00 ,14.00,,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM220700335,1,Y,29/08/2022,FERDY WIDASMARA,CU02964,CV BUNGA AGUNG PERKASA,DPBUP00111,JL KANTOR PUSKESMAS MANGUNJAYA KEC TAMBUN SELATAN,KAB BEKASI    , ,30FN12A06XXX,40.00 ,13.00 ,13.00,,,,,,,,,,13.00, ,,,,,,,,,,,,,,CPS,C3000A,,,
SO03-IDM220700063,1,Y,29/08/2022,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00024,037 - KIAT ANANDA PANGKALAN 6 BEKASI,BEKASI    , ,35FI12A06GAP,1434.00 ,890.00 ,56.00,,,,,,,,,,,,21.00,14.00,21.00,,,,,,,,,,,CPS,C3000D,,,
SO02-IDM220800428,1,Y,29/08/2022,HERI KUSWANTO,CU05341,PT. EKA GRAHAINTAN MAKMUR,DPEGM00002,PERUMAHAN VIDA RS BUNDA VIDA NAROGONG,BEKASI    , ,30PX12A06XXX,50.00 ,6.00 ,6.00,,,,,,,6.00,,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM220800490,1,Y,29/08/2022,HERI KUSWANTO,CU05341,PT. EKA GRAHAINTAN MAKMUR,DPEGM00002,PERUMAHAN VIDA RS BUNDA VIDA NAROGONG,BEKASI    , ,30PX12A06XXX,22.00 ,1.00 ,1.00,,,,,,,1.00,,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM220800634,1,Y,29/08/2022,FERDY WIDASMARA,CU05257,PT. NAGA SURYA INDAH,DPNSI00008,JL RAYA NAROGONG NO 14 RT 002 RW 007 BOJONG MENTENG KEC RAWALUMBU,KOTA BEKASI JAWA BARAT 17117    , ,25PX12A06XXX,80.00 ,44.00 ,44.00,,,,,,,,,,,,,,,7.00,14.00,14.00,9.00,,,,,,,MANUAL,C0000E,,,
SO02-IDM220800668,1,Y,29/08/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00025,PT DUA PUTRA PERKASA KWS INDUSTRI CIPENDAWA JL BARU CIPENDAWA NO 88,KEL BOJONG MENTENG KEC RAWA LUMBU KOTA BEKASI    , ,35PX12A06XXX,100.00 ,100.00 ,98.00,,,,,,,21.00,14.00,21.00,21.00,14.00,7.00,,,,,,,,,,,,,CPS,C0000A,,,
