S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210700262,1,Y,03/07/2021,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00036,REKON GT PASAR REBO,GT PASAR REBO    , ,VCTB,92.00 ,25.0,,,,,,,,,,,,,,7.00,7.00,7.00,4.00,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700180,1,Y,03/07/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC25XXA11XXX,39.00 ,14.0,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700181,1,Y,03/07/2021,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00044,PT PRIMA SOLUSI INTEGRA. GUDANG PSI JL ARTERRI JORR JATIWARNA RT 002 RW 003,JATI MELATI PONDOK MELATI KOTA BEKASI    , ,BC14XXC11XXX,37.00 ,7.0,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210600023,1,Y,03/07/2021,FERDY WIDASMARA,CU00827,PT DELTA BAJA MASA,DPDBM00020,GUDANG PT WIDYA SAKTI KUSUMA. SAMPING PABRIK ARNOTT HARAPAN BARU,BEKASI    , ,35PX12A06GAP,432.00 ,100.0,,,,,,,,,,14.00,14.00,14.00,14.00,14.00,14.00,14.00,2.00,,,,,,,,CPS,C3000D,,,
SO02-IDM210700409,1,Y,03/07/2021,FERDY WIDASMARA,CU04698,PT. TAMADO KONSTRUKSINDO SELARAS,DPTKS00005,PEKERJAAN PEMELIHARAAN JALAN OPERASIONAL TPST BANTARGEBANG,BEKASI    , ,45RX07A06XXX,500.00 ,63.0,7.00,,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,MANUAL,C0000E,,,
SO02-IDM210700410,1,Y,03/07/2021,FERDY WIDASMARA,CU04698,PT. TAMADO KONSTRUKSINDO SELARAS,DPTKS00005,PEKERJAAN PEMELIHARAAN JALAN OPERASIONAL TPST BANTARGEBANG,BEKASI    , ,LCFI12A06XXX,200.00 ,21.0,,,,,,,,,,,,,,,,,,7.00,7.00,7.00,,,,,MANUAL,C0000E,,,
SO03-IDM210600319,1,Y,03/07/2021,DEDE JUNAEDI,CU04503,PT. CITRA BUANA KREASI PRATAMA,DPCBK00007,JL CIKIWUL NO 4 BANTAR GEBANG,BEKASI JAWA BARAT    , ,30FD14A06XXX,18.79 ,18.0,,,,,,,,,,7.00,7.00,4.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700253,1,Y,03/07/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,22PX12A06XXX,1902.50 ,28.0,,,,,,,,,,,,,,,7.00,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700254,1,Y,03/07/2021,DEDE JUNAEDI,CU04558,ADHI-NINDYA KSO,DPANK00003,PENGENDALIAN BANJIR KALI BEKASI PAKET 1,KOTA BEKASI ANDUNG JAWA BARAT    , ,30BX18A06XXX,2910.50 ,105.0,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,MANUAL,C3000D,,,
SO03-IDM210700435,1,Y,03/07/2021,DEDE JUNAEDI,CU02958,PT ALVINDO BANGUN SARANA MANDIRI,DPABS00052,PERUMAHAN CITRA LAND DEPAN HOTEL MEKARSARI RUKO AVENUE,JL RAYA CILEUNGSI-JONGGOL KM 4 CIPICUNG MEKARSARI    , ,22FI12A06XXX,11.00 ,11.0,,,,,,,,,7.00,4.00,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700368,1,Y,03/07/2021,DEDE JUNAEDI,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,45.00 ,10.0,,,,,,,,,,,,,5.00,5.00,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210700413,1,Y,03/07/2021,DEDE JUNAEDI,CU00153,PT BANGUN MENARA ABADI,DPBMA00070,KW29. KOTA WISATA CLUSTER MIAMI BLOK SL2/9,CIBUBUR    , ,22FI14A06XXX,20.00 ,20.0,,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM210600344,1,Y,03/07/2021,DEDE JUNAEDI,CU03118,PT MENARA PONDASI UTAMA,DPMPU00012,REVO TOWN JL A YANI KAV 1 PEKAYON,KOTA BEKASI    , ,30MX18A06GAP,50.50 ,8.0,,,,,,,,,,,,,,,,,,,5.00,3.00,,,,,MANUAL,C3000D,,,
SO02-IDM210800010,1,Y,03/07/2021,DEDE JUNAEDI,CU02964,CV BUNGA AGUNG PERKASA,DPBUP00042,JALAN PERUMAHAN SENOPATI RT 05 RW 011 KEC BANTAR GEBANG,BEKASI    , ,30MX12A06BKS,2.00 ,2.0,,,,,,,,,,,,,,,,,,2.00,,,,,,,MANUAL,C3000D,,,
SO02-IDM210800019,1,Y,03/08/2021,DEDE JUNAEDI,CU04535,CV. MULIA CIPTA PRATAMA,DPMCP00002,PT KARYA JAYA LOGAMINDO PANGKALAN IA BANTAR GEBANG,BEKASI    , ,25PX12A06XXX,31.00 ,31.0,,,,,,,,,7.00,7.00,5.00,7.00,5.00,,,,,,,,,,,,MANUAL,C0000E,,,
