S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM190100489,1,Y,06/02/2019,HERLEN DHARMA PUTRA,CU02655,PT CEMPAKA SINERGY REALTY,DPCSR00002,ARANDRA RESIDENCE APARTMENT,JL CEMPAKA PUTIH RAYA NO 1 RT 01 RW 06 CEMPAKA PUTIH JKAARTA PUSAT    , ,30MD12A06ARP, 2.5 ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190100490,1,Y,06/02/2019,HERLEN DHARMA PUTRA,CU02655,PT CEMPAKA SINERGY REALTY,DPCSR00002,ARANDRA RESIDENCE APARTMENT,JL CEMPAKA PUTIH RAYA NO 1 RT 01 RW 06 CEMPAKA PUTIH JKAARTA PUSAT    , ,35MD08A06ARI, 251.5 ,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190100491,1,Y,06/02/2019,HERLEN DHARMA PUTRA,CU02655,PT CEMPAKA SINERGY REALTY,DPCSR00002,ARANDRA RESIDENCE APARTMENT,JL CEMPAKA PUTIH RAYA NO 1 RT 01 RW 06 CEMPAKA PUTIH JKAARTA PUSAT    , ,40MD12A06ARP, 498.5 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190100493,1,Y,06/02/2019,HERLEN DHARMA PUTRA,CU02655,PT CEMPAKA SINERGY REALTY,DPCSR00002,ARANDRA RESIDENCE APARTMENT,JL CEMPAKA PUTIH RAYA NO 1 RT 01 RW 06 CEMPAKA PUTIH JKAARTA PUSAT    , ,35MD12A06ARP, 440.0 ,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190100494,1,Y,06/02/2019,HERLEN DHARMA PUTRA,CU02655,PT CEMPAKA SINERGY REALTY,DPCSR00002,ARANDRA RESIDENCE APARTMENT,JL CEMPAKA PUTIH RAYA NO 1 RT 01 RW 06 CEMPAKA PUTIH JKAARTA PUSAT    , ,45MD12A06ARP, 536.5 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190100116,1,Y,06/02/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,30MI12A06RAJ, 602.5 ,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190100118,1,Y,06/02/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,40MI12A06RAJ, 220.0 ,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
SO03-IDM190100119,1,Y,06/02/2019,HERLEN DHARMA PUTRA,CU02194,PT POSCO E&C INDONESIA,DPPEI00002,RAJAWALI PLACE. SITE OFFICE GD ST REGIS,JL SETIABUDI SELATAN KAV 2 JAKARTA SELATAN    ,SAFAA: 08121912933,M5FNXXS06XXX, 154.0 ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000D,,
