S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM221200307,1,Y,30/01/2023,HERI KUSWANTO,CU02632,PT KIRANA KURNIA KREASI,DPKKI00022,PERUM GRAND WISATA CLUSTER Z-LIVING BLOK EF7 EF9 EF10,BEKASI    , ,22FI12A06XXX,322.00 ,95.00 ,91.00,,,,,,,,21.00,14.00,21.00,14.00,21.00,,,,,,,,,,,,,CPS,C4500D,,,
SO03-IDM230100174,1,Y,30/01/2023,HERI KUSWANTO,CU02632,PT KIRANA KURNIA KREASI,DPKKI00022,PERUM GRAND WISATA CLUSTER Z-LIVING BLOK EF7 EF9 EF10,BEKASI    , ,22FI12A06XXX,322.00 ,322.00 ,56.00,,,,,,,,,,,,,21.00,14.00,21.00,,,,,,,,,,CPS,C4500D,,,
SO03-IDM230100238,1,Y,30/01/2023,FERDY WIDASMARA,CU02387,PT KHASEA BERSAUDARA HA9NKOE,DRKBH00103,PENINGKATAN JALAN RW 14 KEL BINTARA KEC BEKASI BARAT,KOTA BEKASI    , ,30MX12A06XXX,80.00 ,80.00 ,80.00,,,,,,,,,,,,,,,21.00,21.00,21.00,14.00,3.00,,,,,,MANUAL,C3000E,,,
SO03-IDM230100225,1,Y,30/01/2023,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,70.00 ,14.00,,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,MANUAL,C4500D,,,
SO02-IDM230100337,1,Y,30/01/2023,FERDY WIDASMARA,CU05377,PT. KAPEZTA MULTI MANDIRI,DPKMM00011,PROYEK CLUSTER Z LIVING GRAND WISATA,BEKASI TIMUR    , ,40FI12A06XXX,54.00 ,2.00 ,2.00,,,,,,,,,,,,2.00,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM230100470,1,Y,30/01/2023,FERDY WIDASMARA,CU05377,PT. KAPEZTA MULTI MANDIRI,DPKMM00011,PROYEK CLUSTER Z LIVING GRAND WISATA,BEKASI TIMUR    , ,40FI12A06XXX,41.00 ,13.00 ,13.00,,,,,,,,,,,,,7.00,6.00,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM230100463,1,Y,30/01/2023,FERDY WIDASMARA,CU04292,PT. TIGA PUTRA PERKASA SEJAHTERA,DPTPP00011,PT TIGA PUTRA PERKASA SEJAHTERA. CLUSTER ROSALINE PERUMAHAN HARVEST CITY,CILEUNGSI    , ,22FV12A06XXX,6.00 ,6.00 ,6.00,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
