S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,,
PLANT: R01JAT - Jati Asih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO11-IDM221000003,1,Y,08/12/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00426,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,BC25XXA06JOR,641.55 ,529.85 ,6.00,,,,,,,,,,,,,,,,,,6.00,,,,,,,MANUAL,C3000C,,,
SO11-IDM221000004,1,Y,08/12/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00426,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,VCTB,641.55 ,371.45 ,6.00,,,,,,,,,,,,,,,,,,,6.00,,,,,,MANUAL,C3000C,,,
SO11-IDM221100001,1,Y,08/12/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00400,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR B DAN ULUJAMI PONDOK AREN JALUR 1    , ,BC25XXA06JOR,200.00 ,161.50 ,6.00,,,,,,,,,,,,,,,,,,6.00,,,,,,,MANUAL,C3000C,,,
SO11-IDM221100002,1,Y,08/12/2022,FERDY WIDASMARA,CI00004,PT MOTIVE MULIA,CIMTM00411,REKONSTRUKSI PERKERASAN PERKERASAN PADA RUAS JALAN TOL JORR RUAS E1 E2 E3 W2S,JALUR A DAN ULUJAMI - PONDOK RANJI JALUR B TAHUN 2022    , ,BC25XXA06JOR,200.00 ,172.50 ,6.00,,,,,,,,,,,,,,,,,,,6.00,,,,,,MANUAL,C3000C,,,
SO21-IDM221000013,1,Y,08/12/2022,FERDY WIDASMARA,CU01857,PT HAKAASTON,DPHKS00013,REKONSTRUKSI PERKERASAN JALAN TOL JORR-S KM 19+500 - KM 33+800,JORR-S    , ,VIPER45-03,641.55 ,332.95 ,6.00,,,,,,,,,,,,,,,,,,,,,6.00,,,,MANUAL,C9000D,,,
SO21-IDM221000004,1,Y,08/12/2022,FERDY WIDASMARA,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00040,PROJECT SUNTER PERMAI RAYA,JAKARTA    , ,VIPER08,652.00 ,149.80 ,12.00,,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,MANUAL,C3000D,,,
SO21-IDM221200001,1,Y,08/12/2022,FERDY WIDASMARA,CU00234,PT KARYA PALMALINDO ANUGERAH,DPKPA00040,PROJECT SUNTER PERMAI RAYA,JAKARTA    , ,VCTB,500.00 ,296.00 ,6.00,,,,,,,,,,,,,,,,,,,,6.00,,,,,MANUAL,C3000D,,,
SO21-IDM221100012,1,Y,08/12/2022,FERDY WIDASMARA,CU01222,PT MULTI KARYA CEMERLANG,DPMKC00003,PEKERJAAN PEMELIHARAAN PERIODIK (SFO) DAN REKONSTRUKSI PERKERASAN PADA JALAN TOL,JORR RUAS E1 E2 E3 W2S JALUR B DAN ULUJAMI PONDOK AREN JALUR 1    , ,VIPER45-03,140.00 ,101.20 ,12.00,,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,MANUAL,C1400D,,,
SO21-IDM221200005,1,Y,08/12/2022,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00047,PROYEK RAMP G DAN H JL AL HIDAYAH NO 108 RT 7 RW 02 JATIRANGON JATISAMPURNA,KOTA BEKASI    , ,VIPER45-3D,1100.00 ,1100.00 ,42.00,,,,,,,,,,,,,,,,,,14.00,14.00,14.00,,,,,MANUAL,C9000D,,,
SO21-IDM221200007,1,Y,08/12/2022,FERDY WIDASMARA,CU04677,PT. MITRA SETYA UTAMA,DPMSU00047,PROYEK RAMP G DAN H JL AL HIDAYAH NO 108 RT 7 RW 02 JATIRANGON JATISAMPURNA,KOTA BEKASI    , ,VCTB,1000.00 ,1000.00 ,35.00,,,,,,,,,,,,,,,,,,,,21.00,14.00,,,,MANUAL,C9000D,,,
SO03-IDM221200009,1,Y,08/12/2022,HERI KUSWANTO,CU02666,PT JAYA TEKNIK PONDASI,DPJTP00003,WORKSHOP JAYA TEKNIK PONDASI. JL CARINGIN NO 149 KAMPUNG RAWA ROKO,BOJONG RAWA LUMBU BEKASI    , ,50PX12A06PTP,70.00 ,55.00 ,14.00,,,,,,,,,,,,,7.00,7.00,,,,,,,,,,,MANUAL,C4500D,,,
SO03-IDM221100291,1,Y,08/12/2022,FERDY WIDASMARA,CU04607,PT. DEKA CIPTA CEMERLANG,DPDCC00018,"PEMBANGUNAN 3 UNIT RUKO (AR01/32), (AR01/33), (AR01/35) CLUSTER A CITRAGRAND CBD",CIBUBUR    , ,12FN12A06XXX,16.00 ,16.00 ,14.00,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,,
SO02-IDM221200144,1,Y,08/12/2022,HERI KUSWANTO,CU05315,PT. LALA JAYA KONSTRUKSI,DPLJI00026,RT AGUS SALIM (BELAKANG RS MEKARSARI),BEKASI    , ,25PX12A06XXX,9.00 ,9.00 ,9.00,,,,,,,,7.00,2.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO03-IDM221000198,1,Y,08/12/2022,FERDY WIDASMARA,CU05016,PT. MEGA CITRA PRATAMA,DPMCP00004,BUKIT PODOMORO JL I GUSTI NGURAH RAI KLENDER,JAKARTA    , ,30PX12A06XXX,1000.00 ,360.50 ,40.00,,,,,,,,,,,,,,,14.00,14.00,12.00,,,,,,,,MANUAL,C3000D,,,
SO02-IDM221200150,1,Y,08/12/2022,HERI KUSWANTO,CU05451,PT. MISENO PRISMA KARYA,DPSEN00002,LIMUS BIZ ESTATE JL PASIR ANGIN KEC CILEUNGSI,KAB BOGOR JAWA BARAT    , ,25PX12A06XXX,11.00 ,11.00 ,11.00,,,,,,,,,11.00,,,,,,,,,,,,,,,,CPS,C0000E,,,
SO02-IDM221200153,1,Y,08/12/2022,HERI KUSWANTO,CU00190,PT. DUA PUTRA PERKASA PRATAMA,DPDPP00027,PT DUA PUTRA PERKASA PRATAMA. JL MAWAR RAYA NO 09 PURA MELATI INDAH,JATI RAHAYU PONDOK MELATI BEKASI    , ,35PX12A06XXX,7.00 ,7.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C0000A,,,
SO03-IDM221200076,1,Y,07/12/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00098,12001519. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC14XXC11XXX,140.00 ,140.00 ,21.00,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM221200077,1,Y,07/12/2022,FERDY WIDASMARA,CU04660,PT. PRIMA SOLUSI INTEGRA,DPPSI00099,12001518. PT PRIMA SOLUSI INTEGRA GUDANG JL CIPENDAWA BARU NO 288 KEC RAWALUMBU,KOTA BEKASI    , ,BC25XXA11XXX,140.00 ,140.00 ,7.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,MANUAL,C3000D,,,
SO03-IDM221100186,1,Y,08/12/2022,HERI KUSWANTO,CU04598,PT. MITRA PRATAMA MANDIRI JAYA PERKASA,DPMPJ00009,PT MONI 1 - BEKASI,BEKASI    , ,25PX12A06XXX,60.00 ,29.50 ,7.00,,,,,,,,,,7.00,,,,,,,,,,,,,,,MANUAL,C3000A,,,
SO02-IDM221100558,1,Y,08/12/2022,FERDY WIDASMARA,CU05377,PT. KAPEZTA MULTI MANDIRI,DPKMM00011,PROYEK CLUSTER Z LIVING GRAND WISATA,BEKASI TIMUR    , ,40FI10A06XXX,55.00 ,45.00 ,7.00,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C0000E,,,
SO02-IDM221200148,1,Y,08/12/2022,ANDRY CHRISTIANTO,CT05715,BP SAMSURI (NIK 3216051405840009),DRSMS00006,PENINGKATAN JALAN LINGKUNGAN JALAN KP BOJONG RT 002 RW 004 DESA SATRIAJAYA,TAMBUN UTARA BEKASI    , ,35PX12A06XXX,77.00 ,77.00 ,77.00,,,,,,,,,,,,,,,,,,,,,14.00,21.00,21.00,21.00,MANUAL,C0000E,,,
SO02-IDM221200166,1,Y,08/12/2022,ANDRY CHRISTIANTO,CT05809,BP YOSEP ORISTOPEUL ABENG (NIK 3214031203770004),DRYOA00002,WADUK HANKAM CILANGKAP,JAKARTA TIMUR    , ,30FN12A06XXX,30.00 ,30.00 ,30.00,,,,,,,,,,21.00,9.00,,,,,,,,,,,,,,CPS,C0000E,,,
