S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220300083,1,Y,09/03/2022,LUDI PURNAMA,CU04887,CV. SUMBER ANUGRAH JAYA,DPSGJ00007,PERUMAHAN BUKIT CIMANGGU CITY CLUSTER ILANOS BLOK FF JL SOLEH ISKANDAR,BOGOR    , ,22FI12A06XXX,22.00 ,22.00 ,22.00,,,,,,,,22.00,,,,,,,,,,,,,,,,,CPS,C3000D,,
SO03-IDM211200368,1,Y,09/03/2022,LUDI PURNAMA,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00061,PT TRIBANGUN PILAR PERSADA. PT GIVAUDAN INDONESIA JL RAYA JAKARTA BOGOR KM 35,CIMANGGIS DEPOK JAWA BARAT    , ,35FI12A06XXX,175.00 ,88.50 ,84.00,,,,,,,,,12.00,18.00,12.00,6.00,18.00,12.00,6.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220300073,1,Y,09/03/2022,LUDI PURNAMA,CU04520,PT. SINERGITAS BANGUN GRAHA,DPSBA00017,CIMANGGIS GOLF ESTATE TAPOS,DEPOK    , ,25FD12A06XXX,120.00 ,120.00 ,6.00,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM220300088,1,Y,09/03/2022,LUDI PURNAMA,CU05059,CV. ABDI MAHYRA KARYA,DPAMK00011,CIMORY DAIRY LAND JL RAYA PUNCAK MEGAMENDUNG,BOGOR    , ,30PX12A06R1X,10.00 ,10.00 ,10.00,,,,,,,,5.00,5.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM220200047,1,Y,09/03/2022,LUDI PURNAMA,CU04427,PT. KARYA ESKA SEJAHTERA,DPKES00006,PROYEK RUMAH TINGGAL DI CLUSTER MARGATA CIMANGGIS GOLF ESTATE,DEPOK    , ,25FI12A06XXX,200.00 ,105.00 ,10.00,,,,,,,,,5.00,5.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO08-IDM220300015,1,Y,09/03/2022,ANDRY CHRISTIANTO,CU04556,DINAS PEKERJAAN UMUM DAN PENATAAN TATA RUANG KABUPATEN BOGOR,DPDPU00008,AREA KABUPATEN BOGOR,KAB BOGOR    , ,10MX10A06A7D,4.00 ,4.00 ,3.00,,,,,,,,,,3.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM220300090,1,Y,09/03/2022,LUDI PURNAMA,CU05037,GEREJA BETHEL INDONESIA,DPGBI00002,GRHA AMAL KASIH JL DANAU BOGOR RAYA NO 8A KOTA BOGOR,BOGOR    , ,32MI12A06XXX,7.00 ,7.00 ,7.00,,,,,,,,,,5.00,2.00,,,,,,,,,,,,,,MANUAL,C0000E,,
