S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM211100572,1,Y,22/12/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1720.00 ,1720.00 ,24.00,,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,6.00,,MANUAL,C3000D,,
SO03-IDM211100437,1,Y,22/12/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,97.00 ,97.00 ,6.00,,,,,,,,,,,,,,,6.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211200256,1,Y,22/12/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX18A06P3R,430.00 ,430.00 ,6.00,,,,,,,,,,,,,,,,6.00,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211100468,1,Y,22/12/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,152.00 ,146.00 ,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,MANUAL,C3000D,,
SO03-IDM210900314,1,Y,22/12/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,15MI10A06BGR,1000.00 ,716.00 ,6.00,,,,,,,,,,,,,,,,,,,,,,,,6.00,MANUAL,C3000D,,
SO03-IDM210900315,1,Y,22/12/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,10MI10A06BGR,1000.00 ,963.00 ,6.00,,,,,,,,,,,,,,,,,,,,,,,6.00,,MANUAL,C3000D,,
SO03-IDM210900316,1,Y,22/12/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,30MX10A06BGR,1000.00 ,622.50 ,6.00,,,,,,,,,,,,,,,,,,,,,,,,6.00,MANUAL,C3000D,,
SO03-IDM211200360,1,Y,22/12/2021,LUDI PURNAMA,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00056,BP AHMAD YANI. RUMAH TINGGAL KP JAMBU  RT 02 RW 02 SIBANTENG LEUWISADENG,BOGOR    , ,30FI12A06XXX,96.00 ,96.00 ,96.00,,,,,,,,,,,,,,,,,,18.00,12.00,18.00,12.00,18.00,12.00,6.00,CPS,C3000D,,
SO03-IDM211200339,1,Y,22/12/2021,LUDI PURNAMA,CU02897,CV CAHAYA CITRA CONSTRUCTION,DPCCC00053,PT PATRIA WIRAKARYA/RPA JL SIROJUL MUNIR NAGEWER CIBINONG (DEPAN CERIA MART),BOGOR    , ,40PX12A06XXX,65.00 ,65.00 ,42.00,,,,,,,,,,,,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,,,,,,MANUAL,C0000E,,
SO03-IDM211100304,1,Y,22/12/2021,ANDRY CHRISTIANTO,CU04839,PT. TAMAN SAFARI INDONESIA,DPTSF00002,PROJECT RAIN FOREST TAMAN SAFARI INDONESIA PUNCAK,CISARUA    , ,30PX12A06R1X,134.00 ,57.00 ,13.00,,,,,,,,,,,,,,,,7.00,6.00,,,,,,,,MANUAL,C3000D,,
SO02-IDM211200363,1,Y,22/12/2021,ANDRY CHRISTIANTO,CT05015,BP RADIMAN (NIK 3275030810630028),DRRDM00004,INDOMARET JL PADI PAKUAN,BOGOR    , ,25FI12A06XXX,9.00 ,9.00 ,4.00,,,,,,,,,,4.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO08-IDM211200030,1,Y,22/12/2021,ANDRY CHRISTIANTO,CU04966,PT. KURNIA MITRA SEJATI,DPKMS00007,VILLA TAURUS JL RAYA PUNCAK KM 77 NO 383,BOGOR    , ,25MX12A06R1X,4.00 ,4.00 ,3.00,,,,,,,,,,,3.00,,,,,,,,,,,,,,TRIAL MIX,C3000D,,
SO08-IDM211200031,1,Y,22/12/2021,ANDRY CHRISTIANTO,CU04966,PT. KURNIA MITRA SEJATI,DPKMS00007,VILLA TAURUS JL RAYA PUNCAK KM 77 NO 383,BOGOR    , ,25MI16A06R1X,4.00 ,4.00 ,3.00,,,,,,,,,,,,3.00,,,,,,,,,,,,,TRIAL MIX,C3000D,,
SO02-IDM211200462,1,Y,22/12/2021,ANDRY CHRISTIANTO,CU02435,CV. MENTARI AULIA PERSADA,DPMAP00072,BP JENAL SDIT AL HIDAYAH JL KSR DADI KUSMAYADI RT 01 RW 05 TENGAH CIBINONG,BOGOR JAWA BARAT    , ,25FI12A06XXX,28.00 ,28.00 ,24.00,,,,,,,,,,,12.00,12.00,,,,,,,,,,,,,CP,C0000E,,
