S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO13-IDM220600003,1,Y,16/08/2022,ARI YUSUP,CI00004,PT MOTIVE MULIA,CIMTM00332,PRECAST STANDAR PRODUCT TO REQUEST NON WAREHOUSE INVENTORI,BOJONEGARA    , ,35PXFLA06MM6,1200.00 ,683.10 ,5.00,,,,,,,,,,5.00,,,,,,,,,,,,,,,MANUAL,C3000C,,
SO13-IDM220500002,1,Y,16/08/2022,ARI YUSUP,CI00004,PT MOTIVE MULIA,CIMTM00401,UNTUK KEBUTUHAN PROYEK EKKI TOWER,JAKARTA    , ,35PXFLA06MM5,300.00 ,232.80 ,5.00,,,,,,,,,,,5.00,,,,,,,,,,,,,,MANUAL,C3000C,,
SO13-IDM220700001,1,Y,16/08/2022,ARI YUSUP,CI00004,PT MOTIVE MULIA,CIMTM00332,PRECAST STANDAR PRODUCT TO REQUEST NON WAREHOUSE INVENTORI,BOJONEGARA    , ,45PX12A06XXX,300.00 ,257.80 ,5.00,,,,,,,,,,,,5.00,,,,,,,,,,,,,MANUAL,C3000C,,
SO13-IDM200500010,1,Y,16/08/2022,ERY YUDHA KRISTIYONO,CI00004,PT MOTIVE MULIA,CIMTM00348,BETON MUTU K200 S0PX12A06XXX UNTUK KEPERLUAN KOLOM FENCE MODULAR 241M3,TO REQUEST NON WAREHOUSE INVENTORY PAGAR PANEL PRECAST  BOJONEGARA    , ,20PX12A06XXX,241.00 ,137.00 ,5.00,,,,,,,,,,,,,5.00,,,,,,,,,,,,MANUAL,C3000C,,
SO02-IDM220800381,1,Y,16/08/2022,ERY YUDHA KRISTIYONO,CU05333,CV. REKA PRIMA MANDIRI,DPRPM00004,REKONSTRUKSI JALAN MANCAK - CIWARNA,BANTEN    , ,25MX12A06R1X,92.00 ,56.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C0000E,,
SO03-IDM220800110,1,Y,16/08/2022,ARI YUSUP,CU02714,PT EIRA ANTERO PRIMA,DPEAP00010,PT KRAKATAU POSCO CILEGON,CILEGON    , ,45RX07A06XXX,350.00 ,241.00 ,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,C3000A,,
SO02-IDM220800191,1,Y,16/08/2022,ARI YUSUP,CU04296,PT. CIPTA MUDA PERKASA,DPCMP00007,REKONSTRUKSI JALAN TERSABA - BENDUNG,KEC TANARA KAB SERANG BANTEN    , ,25MX12A06R1X,35.00 ,5.00 ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,C0000E,,
