S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM211100572,1,Y,18/12/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1720.00 ,1720.00 ,24.00,,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,6.00,,MANUAL,C3000D,,
SO03-IDM211100437,1,Y,18/12/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,97.00 ,97.00 ,6.00,,,,,,,,,,,,,,,6.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211100438,1,Y,18/12/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX18A06P3R,300.00 ,300.00 ,6.00,,,,,,,,,,,,,,,,6.00,,,,,,,,,MANUAL,C3000D,,
SO03-IDM211100468,1,Y,18/12/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,152.00 ,146.00 ,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,MANUAL,C3000D,,
SO03-IDM210900314,1,Y,18/12/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,15MI10A06BGR,1000.00 ,787.00 ,6.00,,,,,,,,,,,,,,,,,,,,,,6.00,,,MANUAL,C3000D,,
SO03-IDM210900315,1,Y,18/12/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,10MI10A06BGR,1000.00 ,969.00 ,6.00,,,,,,,,,,,,,,,,,,,,,,,6.00,,MANUAL,C3000D,,
SO03-IDM210900316,1,Y,18/12/2021,ANDRY CHRISTIANTO,CU04781,PT. HUTOMO MANDALA PERKASA,DPHMP00013,PEKERJAAN PEDESTRIAN PENINGKATAN JALAN TEGAR BERIMAN,PEMDA KAB BOGOR    , ,30MX10A06BGR,1000.00 ,698.50 ,6.00,,,,,,,,,,,,,,,,,,,,,,,,6.00,MANUAL,C3000D,,
SO02-IDM211200265,1,Y,18/12/2021,ANDRY CHRISTIANTO,CU04432,PT ALHADI BERKAH SUKSES,DPABS00068,BP CHANDRA EKA PUTRA. PROJECT SAMISADE (SIRAHDAYEUH) CICADAS GN PUTRI KAB BOGOR,GANG PT VAKSINDO RT 01 RW 06 DESA CICADAS (LOKASI DIBELAKANG) BOGOR    , ,25FI12A06XXX,12.00 ,12.00 ,12.00,,,,,,,,6.00,6.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM211200083,1,Y,18/12/2021,LUDI PURNAMA,CU02937,PT ADHI COMMUTER PROPERTI,DPACP00008,MARKETING GALLERY ADHI CITY SENTUL EXIT TOLL JAGORAWI KM 33 JL ANGGREK,DESA KADUMANGU KEC BABAKAN MADANG BOGOR JAWA BARAT 16810    , ,22PX12A06XXX,200.00 ,176.00 ,35.00,,,,,,,,,,18.00,17.00,,,,,,,,,,,,,,CP,C3000D,,
SO03-IDM211200084,1,Y,18/12/2021,LUDI PURNAMA,CU02897,CV CAHAYA CITRA CONSTRUCTION,DPCCC00045,PT TAWARKIH JL SWADAYA VIII NO 02 RW 01 KEL TANAH BARU,KEC BEJI    , ,30PX12A06XXX,30.00 ,21.00 ,12.00,,,,,,,,,,,,,,,6.00,6.00,,,,,,,,,MANUAL,C3000A,,
SO03-IDM211200287,1,Y,18/12/2021,LUDI PURNAMA,CU02897,CV CAHAYA CITRA CONSTRUCTION,DPCCC00050,BP ADE ENDANG SYARIFUDIN. SAMISADE DESA KELAPANUNGGAL KP BAGOGOG,KEC KELAPANUNGGAL    , ,LCFU12A06XXX,150.00 ,150.00 ,12.00,,,,,,,,,,,,,,,,,6.00,6.00,,,,,,,MANUAL,C0000E,,
SO03-IDM211200272,1,Y,18/12/2021,LUDI PURNAMA,CU01321,CV VANGGITA EKA JAYA,DPVEJ00162,CV MARTUMBUR REZEKI - BETONISASI KRAMAYUDA 7 RT 01/018 KEL MEKARSARI,KEC CIMANGGIS KOTA DEPOK    , ,30PX12A06XXX,88.00 ,88.00 ,48.00,,,,,,,,,,,12.00,12.00,12.00,12.00,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM211200265,1,Y,18/12/2021,ANDRY CHRISTIANTO,CU04432,PT ALHADI BERKAH SUKSES,DPABS00068,BP CHANDRA EKA PUTRA. PROJECT SAMISADE (SIRAHDAYEUH) CICADAS GN PUTRI KAB BOGOR,GANG PT VAKSINDO RT 01 RW 06 DESA CICADAS (LOKASI DIBELAKANG) BOGOR    , ,25FI12A06XXX,12.00 ,12.00 ,12.00,,,,,,,,6.00,6.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM211200213,1,Y,18/12/2021,LUDI PURNAMA,CU04894,PT. TIANIS SURYA ABADI,DPTSA00064,PT ELANGPERDANA TYPE INDUSTRY. JL ELANG SUKAHARTI CITEREUP,BOGOR    , ,30FI12A06XXX,83.00 ,59.00 ,24.00,,,,,,,,18.00,6.00,,,,,,,,,,,,,,,,CP,C0000E,,
SO02-IDM211200194,1,Y,18/12/2021,LUDI PURNAMA,CU04927,PT. MIRTADA SEJAHTERA,DPMTS00002,HOTEL SAYAGA WISATA BOGOR JL TEGAR BERIMAN KEL TENGAH,KEC CIBINONG    , ,35PX12A06GAP,300.00 ,294.00 ,6.00,,,,,,,,,,6.00,,,,,,,,,,,,,,,CP,C0000E,,
SO03-IDM211000002,1,Y,18/12/2021,ANDRY CHRISTIANTO,CU04743,PT. RIZ GIGA UTAMA,DPRGU00002,PEKERJAAN PENUNJANG PENINGKATAN JALAN SP JL TOLE ISKANDAR - PD RAJEG,BTS DEPOK/BOGOR    , ,20MX12A06JSP,600.00 ,281.00 ,12.00,,,,,,,,,,,,6.00,6.00,,,,,,,,,,,,MANUAL,C4500D,,
SO02-IDM211200372,1,Y,18/12/2021,ANDRY CHRISTIANTO,CT05186,BP SAKIR SETIAWAN (NIK 3201031210690007),DRSKS00006,KP KAMBING RT 04 RW 08 KARANGASEM TIMUR CITEREUP,BOGOR    , ,25PX12A06XXX,6.00 ,6.00 ,6.00,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM211200318,1,Y,18/12/2021,LUDI PURNAMA,CU02816,CV INDOBARU MANDIRI,DPIBM00156,PT SALSABILA BETONISASI JALAN PTPN VIII JL GUNUNG BUBUT PTPN CIMULANG,BANTARSARI BOGOR    , ,22FI12A06R1X,40.00 ,40.00 ,6.00,,,,,,,,,,6.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM211200319,1,Y,18/12/2021,LUDI PURNAMA,CU02816,CV INDOBARU MANDIRI,DPIBM00156,PT SALSABILA BETONISASI JALAN PTPN VIII JL GUNUNG BUBUT PTPN CIMULANG,BANTARSARI BOGOR    , ,17FI12A06R1X,40.00 ,34.00 ,6.00,,,,,,,,,,6.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
