S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM220500187,1,Y,02/06/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00002,CLUSTER MARGATA 2,BOGOR    , ,25FD12A06XXX,12.00 ,12.00 ,12.00,,,,,,,,,12.00,,,,,,,,,,,,,,,,CPS,C0000E,,
SO03-IDM220500155,1,Y,02/06/2022,LUDI PURNAMA,CU04966,PT. KURNIA MITRA SEJATI,DPKMS00008,VILLA TAURUS CISARUA BOGOR. JL RAYA PUNCAK KM 77 VILLA TAURUS NO 383 RT 01 RW 01,KEL LEUWIMALANG KEC CISARUA KAB BOGOR    , ,30MX12A06VTR,11.00 ,11.00 ,11.00,,,,,,,,,,,11.00,,,,,,,,,,,,,,CPS,C3000A,,
SO03-IDM220500143,1,Y,02/06/2022,LUDI PURNAMA,CU01936,PT JAYA KUSUMA SARANA,DPJKS00024,JSI - VILLA HAMMER JL CIKOPO SELATAN MEGA MENDUNG,PUNCAK BOGOR    , ,30MD12A06XXX,100.00 ,100.00 ,48.00,,,,,,,,,,,,,18.00,12.00,18.00, , , , ,,,,,,CPS,C3000C,,
SO02-IDM220500224,1,Y,02/06/2022,LUDI PURNAMA,CU05037,GEREJA BETHEL INDONESIA,DPGBI00002,GRHA AMAL KASIH JL DANAU BOGOR RAYA NO 8A KOTA BOGOR,BOGOR    , ,32MI12A06XXX,110.00 ,110.00 ,100.00,,,,,,,,6.00,12.00,12.00,12.00,18.00,18.00,18.00,4.00,,,,,,,,,,CPS,C0000E,,
SO03-IDM220500150,1,Y,02/06/2022,LUDI PURNAMA,CU02937,PT. ADHI COMMUTER PROPERTI,DPACP00008,MARKETING GALLERY ADHI CITY SENTUL EXIT TOLL JAGORAWI KM 33 JL ANGGREK,DESA KADUMANGU KEC BABAKAN MADANG BOGOR JAWA BARAT 16810    , ,35PX05C06XXX,60.00 ,60.00 ,6.00,,,,,,,,6.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM220500222,1,Y,02/06/2022,DEDE JUNAEDI,CU04546,PT. INDOJAYA BERKAH BERSAMA,DPIBB00070,"BP KIRNO. JL TAMAN SAFARI,CIBEUREUM KEC CISARUA KABUPATEN BOGOR",JAWA BARAT    , ,30FI12A06XXX,50.00 ,50.00 ,48.00,,,,,,,,,,,,,,,,12.00,12.00,12.00,12.00,,,,,,MANUAL,C0000E,,
SO03-IDM220500112,1,Y,02/06/2022,LUDI PURNAMA,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00061,PT TRIBANGUN PILAR PERSADA. PT GIVAUDAN INDONESIA JL RAYA JAKARTA BOGOR KM 35,CIMANGGIS DEPOK JAWA BARAT    , ,35FI12A06XXX,50.00 ,46.50 ,10.00,,,,,,,,,,,,,,,,,,,,7.00,3.00,,,,MANUAL,C3000D,,
SO03-IDM220500008,1,Y,02/06/2022,LUDI PURNAMA,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,454.00 ,338.50 ,126.00,,,,,,,,,,,,,,,12.00,18.00,18.00,18.00,18.00,18.00,18.00,6.00,,,CPS,C3000D,,
