S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210800375,1,Y,27/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1058.50 ,56.0,,,,,,,,,,,,,,14.00,14.00,14.00,14.00,,,,,,,,MANUAL,C3000D,,
SO03-IDM210600374,1,Y,27/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,M5PXXXS06XXX,25.00 ,3.0,,,,,,,,,,,,,,3.00,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700357,1,Y,27/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,418.97 ,7.0,,,,,,,,,,,,,,,,,7.00,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700358,1,Y,27/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,239.86 ,7.0,,,,,,,,,,,,,,,,,,7.00,,,,,,,MANUAL,C3000D,,
SO02-IDM210700047,1,Y,27/08/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,30PX12A06XXX,25.50 ,10.0,,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210800242,1,Y,27/08/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,35BX18A06R1X,100.00 ,20.0,,,,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210800133,1,Y,27/08/2021,ANDRY CHRISTIANTO,CU04684,PT. SETIA HANDA MANDIRI,DPSHM00013,RUMAH SAKIT AISYAH CIBINONG DEPAN INDOMARET,BOGOR    , ,30PX12A06XXX,18.00 ,18.0,,,,,,,,7.00,7.00,4.00,,,,,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM210800357,1,Y,27/08/2021,LUDI PURNAMA,CU01321,CV VANGGITA EKA JAYA,DPVEJ00139,CV RADMILA JAYA - PENINGKATAN JALAN LINGKUNGAN RT 03 RW 14 KEL CILANGKAP,KOTA DEPOK    , ,30PX12A06XXX,15.00 ,15.0,,,,,,,,,,,,,,,,,7.00,8.00,,,,,,,MANUAL,C3000D,,
SO03-IDM210800358,1,Y,27/08/2021,LUDI PURNAMA,CU01321,CV VANGGITA EKA JAYA,DPVEJ00140,CV SIMAN KARYA - PENINGKATAN JALAN LINGKUNGAN RT 01 RW 10 KEL CILANGKAP,KOTA DEPOK    , ,30PX12A06XXX,17.00 ,17.0,,,,,,,,,,,,,,,,,7.00,7.00,3.00,,,,,,MANUAL,C3000D,,
SO02-IDM210800172,1,Y,27/08/2021,ANDRY CHRISTIANTO,CT01873,BP HERI KUSUMA (NIK 3271040704810022),DRHRK00180,RUKO LOTUS YASMIN. BP BRANDON JL RAYA CILENDEK BOGOR BARAT,BOGOR    , ,25FI12A06XXX,13.00 ,6.0,,,,,,,,,6.00,,,,,,,,,,,,,,,,MANUAL,C0000A,,
SO03-IDM210600123,1,Y,27/08/2021,LUDI PURNAMA,CU04212,PT TRADA STETIKA,DPTRS00004,JL RAYA PARUNG BOGOR - KEMANG BOGOR,JAWA BARAT 16310    , ,35FI12A06XXX,6.00 ,6.0,,,,,,,,,6.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700117,1,Y,27/08/2021,LUDI PURNAMA,CU04212,PT TRADA STETIKA,DPTRS00004,JL RAYA PARUNG BOGOR - KEMANG BOGOR,JAWA BARAT 16310    , ,35FI12A06XXX,7.00 ,7.0,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700355,1,Y,27/08/2021,LUDI PURNAMA,CU04212,PT TRADA STETIKA,DPTRS00004,JL RAYA PARUNG BOGOR - KEMANG BOGOR,JAWA BARAT 16310    , ,35FI12A06XXX,1.00 ,7.0,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210800260,1,Y,27/08/2021,LUDI PURNAMA,CU04212,PT TRADA STETIKA,DPTRS00004,JL RAYA PARUNG BOGOR - KEMANG BOGOR,JAWA BARAT 16310    , ,35FI12A06XXX,62.00 ,62.0,,,,,,,,,,21.00,21.00,20.00,,,,,,,,,,,,,CPS,C3000D,,
SO03-IDM210800368,1,Y,27/08/2021,DEDE JUNAEDI,CU00153,PT BANGUN MENARA ABADI,DPBMA00070,KW29. KOTA WISATA CLUSTER MIAMI BLOK SL2/9,CIBUBUR    , ,LCFU12A06XXX,14.00 ,14.0,,,,,,,,7.00,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
