S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220900266,1,Y,26/09/2022,DEDE JUNAEDI,CU00281,PT OSCARINDO UTAMA GEMILANG,DPOUG00018,RUKAN DIKLAT RESERSE MEGAMENDUNG,BOGOR    , ,30PX12A06XXX,110.00 ,110.00 ,110.00,,,,,,,,,,,,,,,,,,,12.00,14.00,18.00,24.00,18.00,24.00,CPS,C3000D,,
SO02-IDM220900480,1,Y,26/09/2022,DEDE JUNAEDI,CU01824,PT TRI ARTA ADIKARA,DPTAA00013,PROYEK PEMBANGUNAN GEDUNG DPMPTSP KEC CIBINING KAB BOGOR,BOGOR    , ,35FI12A06XXX,130.00 ,130.00 ,130.00,,,,,,,,,,,,12.00,18.00,12.00,12.00,18.00,12.00,6.00,18.00,12.00,10.00,,,,MANUAL,C0000E,,
SO03-IDM220900372,1,Y,26/09/2022,DEDE JUNAEDI,CU01144,PT TRIJAYA CITRAPERDANA,DPTCP00014,JL TAPOS CIMANGGIS GOLF ESTATE CLUSTER MARGATA JL MARGATA 6,DEPOK    , ,25FN12A06XXX,30.00 ,30.00 ,30.00,,,,,,,,12.00,12.00,6.00,,,,,,,,,,,,,,,CPS,C3000D,,
SO03-IDM220900024,1,Y,26/09/2022,DEDE JUNAEDI,CU03065,PT BANGUN BUMI PERSADA JAYA,DPBBP00014,LOCO. PEM GELANGGANG OLAHRAGA MASYARAKAT (GOM) MEGAMENDUNG BGR PT VIASTA CENTRAL,PRIMA - KAMPUNG BARU TEGAL RT 002 RW 008 DS CIPAYUNG GIRANG KEC MEGAMENDUNG KAB BOGOR    , ,30FN12A06XXX,641.00 ,613.50 ,18.00,,,,,,,,6.00,6.00,6.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220900086,1,Y,26/09/2022,LUDI PURNAMA,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00061,PT TRIBANGUN PILAR PERSADA. PT GIVAUDAN INDONESIA JL RAYA JAKARTA BOGOR KM 35,CIMANGGIS DEPOK JAWA BARAT    , ,35FI12A06XXX,50.00 ,28.50 ,3.50,,,,,,,,,,,,,3.50,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM220900418,1,Y,26/09/2022,LUDI PURNAMA,CU05288,CV. DANUR JAYA,DPDAJ00002,PENINGKATAN JALAN SUKAKARYA - PASIR KALONG,KECAMATAN MEGAMENDUNG KABUPATEN BOGOR    , ,30MX10A06A7D,100.00 ,100.00 ,48.00,,,,,,,,,,,,,,12.00,12.00,12.00,12.00,,,,,,,,MANUAL,C0000E,,
SO02-IDM220900461,1,Y,26/09/2022,LUDI PURNAMA,CU02816,CV INDOBARU MANDIRI,DPIBM00200,BKM DESA TAJUR HALANG. DESA TAJUR HALANG RW 09 KEC TAJUR HALANG,BOGOR    , ,25FN12A06XXX,90.00 ,90.00 ,30.00,,,,,,,,,12.00,6.00,12.00,,,,,,,,,,,,,,MANUAL,C0000E,,
