S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210700357,1,Y,18/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,593.47 ,10.0,,,,,,,,,,,,7.00,3.00,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210600076,1,Y,18/08/2021,LUDI PURNAMA,CU01928,PT SURYA INTI SENTOSA SEJAHTERA,DPSIS00023,JL KAUM SARI NO 1 CIBULUH,BOGOR UTARA    , ,22FU12A06XXX,90.50 ,13.0,,,,,,,,,7.00,6.00,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210800193,1,Y,18/08/2021,LUDI PURNAMA,CU04706,PT. RIKANANTA PROPERTINDO,DPRKP00004,PERUMAHAN D MARCO JL RAYA JAKARTA BOGOR KM 39 SUKAMAJU KEC CILODONG,DEPOK    , ,25FD12A06XXX,33.00 ,10.0,,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,MANUAL,C3000A,,
SO03-IDM210700358,1,Y,18/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,311.36 ,10.0,,,,,,,,,,,,,,7.00,3.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210800034,1,Y,18/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1504.69 ,49.0,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,
SO03-IDM210700357,1,Y,17/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,593.47 ,3.0,,,,,,,,,,,,7.00,3.00,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700358,1,Y,17/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,311.36 ,3.0,,,,,,,,,,,,,,7.00,3.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210800034,1,Y,17/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1504.69 ,3.0,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,
