S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210700357,1,Y,14/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,593.47 ,10.0,,,,,,,,,,,,7.00,3.00,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700358,1,Y,14/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,311.36 ,10.0,,,,,,,,,,,,,,7.00,3.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210800034,1,Y,14/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1504.69 ,49.0,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,
SO03-IDM210800161,1,Y,14/08/2021,LUDI PURNAMA,CU04520,PT. SINERGITAS BANGUN GRAHA,DPSBA00017,CIMANGGIS GOLF ESTATE TAPOS,DEPOK    , ,25FD12A06XXX,39.00 ,12.0,,,,,,,,,12.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM210800140,1,Y,14/08/2021,ANDRY CHRISTIANTO,CU04690,PT. CITRA KOLOSAL ABADI,DPCKA00056,BP HARIS. MASJID AR RAUDHAH CLUSTER ACACIA GRAND DEPOK CITY,DEPOK    , ,22FI12A06XXX,4.00 ,4.0,,,,,,,,,,4.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210700424,1,Y,14/08/2021,ANDRY CHRISTIANTO,CU04684,PT. SETIA HANDA MANDIRI,DPSHM00013,RUMAH SAKIT AISYAH CIBINONG DEPAN INDOMARET,BOGOR    , ,30PX12A06XXX,4.00 ,4.0,,,,,,,,4.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210800175,1,Y,14/08/2021,ANDRY CHRISTIANTO,CU04684,PT. SETIA HANDA MANDIRI,DPSHM00013,RUMAH SAKIT AISYAH CIBINONG DEPAN INDOMARET,BOGOR    , ,30PX12A06XXX,30.00 ,30.0,,,,,,,,,7.00,7.00,7.00,7.00,2.00,,,,,,,,,,,,MANUAL,C4500D,,
SO03-IDM210800042,1,Y,14/08/2021,LUDI PURNAMA,CU04706,PT. RIKANANTA PROPERTINDO,DPRKP00004,PERUMAHAN D MARCO JL RAYA JAKARTA BOGOR KM 39 SUKAMAJU KEC CILODONG,DEPOK    , ,25FD12A06XXX,8.00 ,8.0,,,,,,,,,,,8.00,,,,,,,,,,,,,,MANUAL,C3000A,,
SO02-IDM210700047,1,Y,14/08/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,30PX12A06XXX,42.50 ,10.0,,,,,,,,,,,,,7.00,3.00,,,,,,,,,,,MANUAL,C0000E,,
