S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220400031,1,Y,12/04/2022,LUDI PURNAMA,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,677.00 ,419.50 ,7.00,,,,,,,,,,,,,,7.00,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220400248,1,Y,12/04/2022,LUDI PURNAMA,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,68.50 ,52.50 ,7.00,,,,,,,,,,,,,,,7.00,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM220400166,1,Y,12/04/2022,LUDI PURNAMA,CU02816,CV INDOBARU MANDIRI,DPIBM00161,PT SINAR GRAHA PARAMITA COR DAK RUMAH HUNI DEKAT JL JASMINE III RT 02/09,RANCAMAYA BOGOR    , ,25FN12A06XXX,11.50 ,11.50 ,11.50,,,,,,,,11.50,,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM220400176,1,Y,12/04/2022,LUDI PURNAMA,CU05095,DESA CIADEG KECAMATAN CIGOMBANG KAB. BOGOR,DPCKC00002,DESA CIADEG KEC CIGOMBONG KAB BOGOR,BOGOR    , ,22PX12A06XXX,50.00 ,50.00 ,50.00,,,,,,,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,8.00,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM220400036,1,Y,12/04/2022,LUDI PURNAMA,CU05053,YAYASAN AMAL KASIH SEJAHTERA BOGOR,DPAKS00017,GRHA AMAL KASIH JL DANAU BOGOR RAYA NO 8A,KOTA BOGOR    , ,32MI12A06XXX,122.00 ,2.00 ,2.00,,,,,,,,,,,,,,,2.00,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM220400172,1,Y,12/04/2022,LUDI PURNAMA,CU05053,YAYASAN AMAL KASIH SEJAHTERA BOGOR,DPAKS00017,GRHA AMAL KASIH JL DANAU BOGOR RAYA NO 8A,KOTA BOGOR    , ,32MI12A06XXX,118.00 ,118.00 ,118.00,,,,,,,,12.00,18.00,12.00,18.00,12.00,18.00,12.00,16.00,,,,,,,,,,CPS,C0000E,,
SO03-IDM220400010,1,Y,12/04/2022,LUDI PURNAMA,CU04427,PT. KARYA ESKA SEJAHTERA,DPKES00006,PROYEK RUMAH TINGGAL DI CLUSTER MARGATA CIMANGGIS GOLF ESTATE,DEPOK    , ,25FI12A06XXX,200.00 ,87.00 ,15.00,,,,,,,,,,,,,,,,15.00,,,,,,,,,CPS,C3000D,,
SO02-IDM220400200,1,Y,12/04/2022,LUDI PURNAMA,CU05021,PT. PANCA INDRASTA,DPPAD00006,RANCAMAYA GOLF ESTATE CLUSTER TANJUNG,BOGOR    , ,30FI12A06XXX,36.00 ,36.00 ,36.00,,,,,,,,,12.00,12.00,12.00,,,,,,,,,,,,,,CPS,C0000E,,
