S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM210700047,1,Y,31/07/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,30PX12A06XXX,95.50 ,10.0,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210700048,1,Y,31/07/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,17PX12A06R1X,38.00 ,10.0,,,,,,,,,,,7.00,3.00,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210700351,1,Y,31/07/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,35BX18A06R1X,100.00 ,21.0,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210700357,1,Y,31/07/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,598.47 ,10.0,,,,,,,,,,,,7.00,3.00,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700358,1,Y,31/07/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,329.36 ,10.0,,,,,,,,,,,,,,7.00,3.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700377,1,Y,31/07/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1210.26 ,49.0,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,
SO03-IDM210700412,1,Y,31/07/2021,DEDE JUNAEDI,CU00153,PT BANGUN MENARA ABADI,DPBMA00070,KW29. KOTA WISATA CLUSTER MIAMI BLOK SL2/9,CIBUBUR    , ,22FI14A06XXX,7.00 ,7.0,,,,,,,,,,,7.00,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM210700126,1,Y,31/07/2021,LUDI PURNAMA,CU03170,PT MITRA TATA ABADI BERSAMA,DPMTA00012,PROYEK SUMMARECON BOGOR R6,BOGOR    , ,30FD12A06XXX,10.00 ,4.0,,,,,,,,,,4.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210700395,1,Y,31/07/2021,ANDRY CHRISTIANTO,CU04538,CV. ALHADI BERKAH SUKSES,DPAHS00053,BP JAYA. AI VILLA KP ALUN-ALUN INPRES RT 001/005 KEL CIBEUREUM KEC CISARUA,BOGOR    , ,30PX12A06XXX,28.00 ,28.0,,,,,,,,,21.00,7.00,,,,,,,,,,,,,,,CPS,C0000E,,
SO02-IDM210700378,1,Y,31/07/2021,DEDE JUNAEDI,CU04700,PT. TESA MULSOKO PERKASA,DPTMP00008,PEMBANGUNAN RTH MAKAM TPU SRENGSENG SAWAH,JAKARTA SELATAN    , ,30FI12A06XXX,45.00 ,45.0,,,,,,,,,,,14.00,14.00,14.00,3.00,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210700315,1,Y,31/07/2021,ANDRY CHRISTIANTO,CU04538,CV. ALHADI BERKAH SUKSES,DPAHS00052,LOCO. BP HERLIN PERUMAHAN BELLA CASA RESIDENCE CLUSTER IRISH BLOK 1-2 NO 17,DEPOK    , ,45FI12A06XXX,2.00 ,1.0,,,,,,,,,,1.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210700404,1,Y,31/07/2021,ANDRY CHRISTIANTO,CU04538,CV. ALHADI BERKAH SUKSES,DPAHS00052,LOCO. BP HERLIN PERUMAHAN BELLA CASA RESIDENCE CLUSTER IRISH BLOK 1-2 NO 17,DEPOK    , ,45FI12A06XXX,2.00 ,2.0,,,,,,,,,,2.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
