S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM220900607,1,Y,05/10/2022,DEDE JUNAEDI,CU05277,CV. TERRADAYA PRATAMA,DPTRP00004,PENINGKATAN JALAN TEGAL PANJANG (LEMIGAS) DESA TUGU SELATAN,KEC CISARUA    , ,20MX10A06GAP,200.00 ,175.00 ,30.00,,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,6.00,6.00,MANUAL,C0000E,,
SO02-IDM221000018,1,Y,05/10/2022,DEDE JUNAEDI,CU05277,CV. TERRADAYA PRATAMA,DPTRP00004,PENINGKATAN JALAN TEGAL PANJANG (LEMIGAS) DESA TUGU SELATAN,KEC CISARUA    , ,20MX10A06GAP,100.00 ,100.00 ,12.00,,,,,,,,,,,,,,,,,,,,,,6.00,6.00,,MANUAL,C0000E,,
SO02-IDM221000061,1,Y,05/10/2022,LUDI PURNAMA,CU05288,CV. DANUR JAYA,DPDAJ00002,PENINGKATAN JALAN SUKAKARYA - PASIR KALONG,KECAMATAN MEGAMENDUNG KABUPATEN BOGOR    , ,30MX10A06A7D,50.00 ,50.00 ,36.00,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,6.00,6.00,6.00,MANUAL,C0000E,,
SO03-IDM220900417,1,Y,05/10/2022,DEDE JUNAEDI,CU04279,PT. CIPTAKARYA USAHA MAKMUR,DPCUR00011,CLUSTER THE NATURE SENTUL BLOK CD 1 DAN JB 5,BOGOR    , ,22FN12A06XXX,55.00 ,55.00 ,50.00,,,,,,,,,12.00,18.00,12.00,8.00,,,,,,,,,,,,,CPS,C4500A,,
SO03-IDM220900028,1,Y,05/10/2022,LUDI PURNAMA,CU01928,PT SURYA INTI SENTOSA SEJAHTERA,DPSIS00023,JL KAUM SARI NO 1 CIBULUH,BOGOR UTARA    , ,22FU12A06XXX,86.00 ,54.00 ,19.50,,,,,,,,12.00,7.50,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM221000019,1,Y,05/10/2022,DEDE JUNAEDI,CU00227,PT KARTASANTOSA UNGGUL,DPKSU00028,RANCAMAYA BOGOR AMADEUS 7,BOGOR    , ,25PX12C06XXX,7.00 ,7.00 ,7.00,,,,,,,,7.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220900130,1,Y,05/10/2022,DEDE JUNAEDI,CU01543,PT LEGNO TROPICALINDO,DPLTC00011,PROJECT AKASHA WIRA INTERNATIONAL JL RAYA WANAHERANG KEC GUNUNG PUTRI,BOGOR JAWA BARAT    , ,25PX12A06XXX,100.00 ,90.00 ,11.00,,,,,,,,11.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM221000038,1,Y,05/10/2022,LUDI PURNAMA,CU02816,CV INDOBARU MANDIRI,DPIBM00190,PT BOSS RUMAH INDONESIA. DOR DAK RUMAH HUNI SAMIRA RESIDENCE UNIT A1 04,CADAS NGAMPAR SENTUL BOGOR JAWA BARAT    , ,22FI12A06XXX,18.00 ,18.00 ,6.00,,,,,,,,,6.00,,,,,,,,,,,,,,,,MANUAL,C0000E,,
