S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM221100654,1,Y,29/11/2022,LUDI PURNAMA,CU05438,PT. BAHAMA BANGUN KONSTRUKSI,DPBBK00004,U/ SUWARDANA PARK,BOGOR    , ,30PX12A06XXX,65.00 ,65.00 ,65.00,,,,,,,,,18.00,24.00,18.00,5.00,,,,,,,,,,,,,CPS,C0000E,,
SO02-IDM221100320,1,Y,29/11/2022,LUDI PURNAMA,CU05438,PT. BAHAMA BANGUN KONSTRUKSI,DPBBK00004,U/ SUWARDANA PARK,BOGOR    , ,30PX12A06XXX,70.00 ,9.50 ,9.50,,,,,,,,,,,,9.50,,,,,,,,,,,,,CPS,C0000E,,
SO02-IDM221000641,1,Y,29/11/2022,LUDI PURNAMA,CU05438,PT. BAHAMA BANGUN KONSTRUKSI,DPBBK00004,U/ SUWARDANA PARK,BOGOR    , ,30PX12A06XXX,110.00 ,2.50 ,2.50,,,,,,,,,,,,,2.50,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM220900024,1,Y,29/11/2022,DEDE JUNAEDI,CU03065,PT BANGUN BUMI PERSADA JAYA,DPBBP00014,LOCO. PEM GELANGGANG OLAHRAGA MASYARAKAT (GOM) MEGAMENDUNG BGR PT VIASTA CENTRAL,PRIMA - KAMPUNG BARU TEGAL RT 002 RW 008 DS CIPAYUNG GIRANG KEC MEGAMENDUNG KAB BOGOR    , ,30FN12A06XXX,641.00 ,243.50 ,30.00,,,,,,,,6.00,6.00,6.00,6.00,6.00, ,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM221100277,1,Y,29/11/2022,LUDI PURNAMA,CU05125,PT. HASTASAKTI SEJATI,DPHSS00002,CLUSTER MARGATA 2,CIMANGGIS GOLF ESTATE    , ,25FD12A06XXX,25.00 ,25.00 ,24.00,,,,,,,,,,,6.00,6.00,6.00,6.00,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM221100567,1,Y,29/11/2022,DEDE JUNAEDI,CU04894,PT. TIANIS SURYA ABADI,DPTSA00080,TPK DESA CITEKO KEC CISARUA JL DESA CITEKO,KEC CISARUA    , ,25FN12A06XXX,184.00 ,99.00 ,18.00,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,,,,MANUAL,C0000E,,
SO02-IDM221100571,1,Y,29/11/2022,LUDI PURNAMA,CU05059,CV. ABDI MAHYRA KARYA,DPAMK00041,DESA SUKARESMI,BOGOR    , ,25FI12A06XXX,100.00 ,52.00 ,30.00,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,6.00,6.00,,MANUAL,C0000E,,
SO03-IDM221100275,1,Y,29/11/2022,LUDI PURNAMA,CU01321,CV VANGGITA EKA JAYA,DPVEJ00183,CV ANEKA RIZKYTA JAYA - PENINGKATAN JALING RW 05 KEL RANGKAPAN JAYA BARU,KOTA DEPOK    , ,30PX12A06R1X,48.00 ,48.00 ,30.00,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,6.00,6.00,,,MANUAL,C3000D,,
