S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM221000641,1,Y,28/11/2022,LUDI PURNAMA,CU05438,PT. BAHAMA BANGUN KONSTRUKSI,DPBBK00004,U/ SUWARDANA PARK,BOGOR    , ,30PX12A06XXX,110.00 ,2.50 ,2.50,,,,,,,,2.50,,,,,,,,,,,,,,,,,CPS,C0000E,,
SO02-IDM221100320,1,Y,28/11/2022,LUDI PURNAMA,CU05438,PT. BAHAMA BANGUN KONSTRUKSI,DPBBK00004,U/ SUWARDANA PARK,BOGOR    , ,30PX12A06XXX,70.00 ,9.50 ,9.50,,,,,,,,9.50,,,,,,,,,,,,,,,,,CPS,C0000E,,
SO03-IDM221100264,1,Y,28/11/2022,LUDI PURNAMA,CU02983,CV SUPER BERKAT SEJAHTERA,DPSTS00003,JL CIKARET NO 8 CIKARET CIBINONG,BOGOR    , ,25FI12A06XXX,30.00 ,30.00 ,30.00,,,,,,,,,6.00,6.00,6.00,6.00,6.00,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM221100571,1,Y,28/11/2022,LUDI PURNAMA,CU05059,CV. ABDI MAHYRA KARYA,DPAMK00041,DESA SUKARESMI,BOGOR    , ,25FI12A06XXX,100.00 ,90.00 ,30.00,,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,6.00,6.00,MANUAL,C0000E,,
SO03-IDM221000380,1,Y,28/11/2022,LUDI PURNAMA,CU01824,PT TRI ARTA ADIKARA,DPTAA00016,BP BAMBANG RHIYO. CV KARYA WARGA BOGOR CIJAYANTI - BOJONG KONENG,KEC BABAKAN MADANG BOGOR    , ,10MX10A06XXX,50.00 ,8.00 ,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,MANUAL,C3000E,,
SO03-IDM221100028,1,Y,28/11/2022,LUDI PURNAMA,CU01824,PT TRI ARTA ADIKARA,DPTAA00016,BP BAMBANG RHIYO. CV KARYA WARGA BOGOR CIJAYANTI - BOJONG KONENG,KEC BABAKAN MADANG BOGOR    , ,10MX10A06XXX,60.00 ,38.00 ,30.00,,,,,,,,,,,,,,,,,6.00,6.00,6.00,6.00,6.00,,,,MANUAL,C3000E,,
SO03-IDM221100066,1,Y,28/11/2022,LUDI PURNAMA,CU01824,PT TRI ARTA ADIKARA,DPTAA00016,BP BAMBANG RHIYO. CV KARYA WARGA BOGOR CIJAYANTI - BOJONG KONENG,KEC BABAKAN MADANG BOGOR    , ,10MX10A06XXX,45.00 ,27.00 ,24.00,,,,,,,,,,,,,,,,,,,,,6.00,6.00,6.00,6.00,MANUAL,C3000E,,
SO02-IDM221100660,1,Y,28/11/2022,LUDI PURNAMA,CU05059,CV. ABDI MAHYRA KARYA,DPAMK00045,DESA BOJONG KONENG KP GARUNGSANG PASIR RT 01/07 BOJONG KONENG BABAKAN MADANG,KAB BOGOR    , ,25FN12A06XXX,33.00 ,33.00 ,24.00,,,,,,,,,6.00,6.00,6.00,6.00,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM221100168,1,Y,28/11/2022,DEDE JUNAEDI,CU04789,PT. MANDIRI JAYA MAKMUR SENTOSA,DPMJM00036,PERUMAHAN RANCAMAYA BOGOR,BOGOR    , ,25PX12A06XXX,100.00 ,89.00 ,10.00,,,,,,,,,,,,5.00,5.00,,,,,,,,,,,,MANUAL,C3000A,,
