S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210600051,1,Y,23/06/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1207.00 ,63.0,,,,,,21.00,21.00,21.00,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210600052,1,Y,23/06/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,54.13 ,7.0,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210600076,1,Y,23/06/2021,LUDI PURNAMA,CU01928,PT SURYA INTI SENTOSA SEJAHTERA,DPSIS00023,JL KAUM SARI NO 1 CIBULUH,BOGOR UTARA    , ,22FU12A06XXX,223.50 ,19.5,,,12.00,7.50,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM210600327,1,Y,23/06/2021,LUDI PURNAMA,CU02816,CV INDOBARU MANDIRI,DPIBM00101,BP CHAERUL JUWAHIR. PENGECORAN DAK RUKO JL GUNUNG BATU BOJONGKONENG,CIJAYANTI    , ,25FI12A06R1X,14.50 ,14.5,,,14.50,,,,,,,,,,,,,,,,,,,,,,CPS,C0000E,,
SO03-IDM210100214,1,Y,23/06/2021,ANDRY CHRISTIANTO,CU02751,PT KARYA AMANAH KONSTRUKSI,DPKAK00018,"PT LF BEAUTY JL RAYA BOGOR KM 28 RT 004 RW 07 PEKAYON, PASAR REBO",CIMANGGIS JAKARTA TIMUR    , ,35PX10A06XXX,198.00 ,6.0,,6.00,,,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM210600325,1,Y,23/06/2021,ANDRY CHRISTIANTO,CU04651,PT. JAKARTA PRIMA UTAMA,DPJPT00006,PT NUTRIFOOD INDONESIA (PLANT SENTUL) JL ALTERNATIF SENTUL NO 9 SENTUL,KEC BABAKAN MADANG BOGOR JAWA BARAT 16810 (DEPAN POM BENSIN SENTUL)    , ,35FI08A06XXX,6.00 ,6.0,,6.00,,,,,,,,,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210600219,1,Y,23/06/2021,LUDI PURNAMA,CU00153,PT BANGUN MENARA ABADI,DPBMA00064,CMG. CIMANGGIS GOLF ESTATE EMERALDS TAHAP 1 CLUSTER MARGATA,CIMANGGIS    , ,25FD12A06XXX,7.00 ,7.0,,,7.00,,,,,,,,,,,,,,,,,,,,,,MANUAL,C3000D,,
