S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210600374,1,Y,24/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,M5PXXXS06XXX,27.00 ,2.0,,,,,,,,,,,,,,,,2.00,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700357,1,Y,24/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,445.97 ,7.0,,,,,,,,,,,,,,,,,7.00,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700358,1,Y,24/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,252.86 ,7.0,,,,,,,,,,,,,,,,,,,7.00,,,,,,MANUAL,C3000D,,
SO03-IDM210800034,1,Y,24/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,257.69 ,56.0,,,,,,,,,,,,,,,,,14.00,14.00,14.00,14.00,,,,,CPS,C3000D,,
SO03-IDM210800207,1,Y,24/08/2021,LUDI PURNAMA,CU04649,PT. RAJA TUA,DPRJT00003,PT RAJA TUA JL CILUBANG NO 1-3 RT 5 RW 11 BALUNGBANG JAYA KEC BOGOR,KOTA BOGOR JAWA BARAT 16116    , ,35PX12A06XXX,32.00 ,8.0,,,,,,,,,,,,,8.00,,,,,,,,,,,,MANUAL,C3000A,,
SO02-IDM210700047,1,Y,24/08/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,30PX12A06XXX,42.50 ,9.0,,,,,,,,,,,,7.00,2.00,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210800169,1,Y,24/08/2021,ANDRY CHRISTIANTO,CU04717,PT. PURNA KARYA ENERGI,DPPKI00007,PJU PEMDA BOGOR JL GOR PEMDA PAKANSARI NANGGEWER,BOGOR JAWA BARAT    , ,22FI12A06XXX,50.00 ,12.0,,,,,,,,,,7.00,5.00,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210800242,1,Y,24/08/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,35BX18A06R1X,100.00 ,20.0,,,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,,,MANUAL,C0000E,,
