S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Order Qty.,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM220500007,1,Y,28/05/2022,LUDI PURNAMA,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX18A06P3R,349.00 ,349.00 ,6.00,,,,,,,,,,,,6.00,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220500027,1,Y,28/05/2022,LUDI PURNAMA,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,84.00 ,84.00 ,6.00,,,,,,,,,,,,,6.00,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220500043,1,Y,28/05/2022,LUDI PURNAMA,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,454.00 ,454.00 ,6.00,,,,,,,,,,,6.00,,,,,,,,,,,,,,MANUAL,C3000D,,
SO02-IDM220500094,1,Y,28/05/2022,LUDI PURNAMA,CU02816,CV INDOBARU MANDIRI,DPIBM00176,DESA KEDUNG WARINGIN. JL BUKIT WARINGIN KP LIO LEBAK SUTET,BOGOR    , ,25FN12A06XXX,24.00 ,6.00 ,6.00,,,,,,,,,,6.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM220500103,1,Y,28/05/2022,LUDI PURNAMA,CU01534,PT PUTRA BAGELEN,DPPBG00025,UNTUK PROYEK ROSEWOOD SUMMARECON BOGOR,BOGOR    , ,22FI12A06XXX,5.00 ,5.00 ,5.00,,,,,,,,,,5.00,,,,,,,,,,,,,,,MANUAL,C0000A,,
SO03-IDM220400280,1,Y,28/05/2022,LUDI PURNAMA,CU01928,PT SURYA INTI SENTOSA SEJAHTERA,DPSIS00023,JL KAUM SARI NO 1 CIBULUH,BOGOR UTARA    , ,22FU12A06XXX,50.00 ,24.00 ,7.50,,,,,,,,,,,7.50,,,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM220400574,1,Y,28/05/2022,LUDI PURNAMA,CU04427,PT. KARYA ESKA SEJAHTERA,DPKES00006,PROYEK RUMAH TINGGAL DI CLUSTER MARGATA CIMANGGIS GOLF ESTATE,DEPOK    , ,25FI12A06XXX,250.00 ,104.00 ,100.00,,,,,,,,,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,4.00,,,,,,,,MANUAL,C3000D,,
SO02-IDM220500139,1,Y,28/05/2022,LUDI PURNAMA,CU04894,PT. TIANIS SURYA ABADI,DPTSA00067,LOBY UTAMA RSUD CILEUNGSI KAB BOGOR,KAB BOGOR    , ,25FN12A06XXX,6.00 ,6.00 ,6.00,,,,,,,,,,,6.00,,,,,,,,,,,,,,MANUAL,C0000E,,
