S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO03-IDM210800375,1,Y,28/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1058.50 ,56.0,,,,,,,,,,,,,,14.00,14.00,14.00,14.00,,,,,,,,MANUAL,C3000D,,
SO03-IDM210600374,1,Y,28/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,M5PXXXS06XXX,25.00 ,3.0,,,,,,,,,,,,,,3.00,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700357,1,Y,28/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,418.97 ,7.0,,,,,,,,,,,,,,,,,7.00,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700358,1,Y,28/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,239.86 ,7.0,,,,,,,,,,,,,,,,,,7.00,,,,,,,MANUAL,C3000D,,
SO02-IDM210700047,1,Y,28/08/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,30PX12A06XXX,25.50 ,10.0,,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210800242,1,Y,28/08/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,35BX18A06R1X,100.00 ,20.0,,,,,,,,,,,7.00,7.00,6.00,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210800359,1,Y,28/08/2021,LUDI PURNAMA,CU01321,CV VANGGITA EKA JAYA,DPVEJ00141,CV NASHOMOSHE ENGINEERING -  PENINGKATAN JALAN LINGKUNGAN RT 04 RW 09,KEL CILANGKAP KOTA DEPOK    , ,30PX12A06XXX,8.00 ,8.0,,,,,,,,,,,,,,,,,8.00,,,,,,,,MANUAL,C3000D,,
SO02-IDM210800336,1,Y,28/08/2021,ANDRY CHRISTIANTO,CU04717,PT. PURNA KARYA ENERGI,DPPKI00008,DISHUB 1 WILAYAH CIBINONG,CIBINONG    , ,22FI12A06XXX,30.00 ,12.00,,,,,,,,,,,,,,7.00,2.00,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210800313,1,Y,28/08/2021,DEDE JUNAEDI,CU04700,PT. TESA MULSOKO PERKASA,DPTMP00008,PEMBANGUNAN RTH MAKAM TPU SRENGSENG SAWAH,JAKARTA SELATAN    , ,30FI12A06XXX,22.00 ,22.0,,,,,,,,,7.00,7.00,7.00,1.00,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210800424,1,Y,28/08/2021,DEDE JUNAEDI,CU02492,PT BANGUN KREASI ESTIKA,DPBKE00030,PERUMAHAN METLAND TRANSYOGI CLUSTER AUCKLAND BLOK TJ 3A/29 JL RAYA CILEUNGSI,SETU SERANG KM2 CILEUNGSI BOGOR 16820    , ,22FI12A06XXX,35.00 ,14.0,,,,,,,,,7.00,,,,,7.00,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210800368,1,Y,28/08/2021,DEDE JUNAEDI,CU00153,PT BANGUN MENARA ABADI,DPBMA00070,KW29. KOTA WISATA CLUSTER MIAMI BLOK SL2/9,CIBUBUR    , ,LCFU12A06XXX,14.00 ,7.0,,,,,,,,,7.00,,,,,,,,,,,,,,,,MANUAL,C3000D,,
