S/O No.,S/O Line,Main Batch Plant,Schedule Date,Sales Name,Customer ID,Customer Name,Project ID,Project Location,Project Adress,Project Tel,Product Code,Delivered / Order Volume (M3),1-24Hr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,UnLoading Method,Term,Remark,Reason
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Of,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment,,
PLANT: R41CTP - Plant Citeureup Bogor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO02-IDM210700047,1,Y,02/08/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,30PX12A06XXX,95.50 ,10.0,,,,,,,,,7.00,3.00,,,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210700048,1,Y,02/08/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,17PX12A06R1X,38.00 ,10.0,,,,,,,,,,,7.00,3.00,,,,,,,,,,,,,MANUAL,C0000E,,
SO02-IDM210700351,1,Y,02/08/2021,ANDRY CHRISTIANTO,CU04589,PT. WIRA JASA PERSADA,DPWJP00002,PEMBANGUNAN JALUR GANDA KA KM 1+600 SD 4+200 DANPEMBANGUNAN BH 22,ANTARA PALEDANG - BATUTULIS LINTAS BOGOR - SUKABUMI - PADALARANG    , ,35BX18A06R1X,100.00 ,21.0,,,,,,,,,,,,,7.00,7.00,7.00,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210700357,1,Y,02/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,30PX12A06GAP,598.47 ,10.0,,,,,,,,,,,,7.00,3.00,,,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700358,1,Y,02/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,LCPX12A06XXX,329.36 ,10.0,,,,,,,,,,,,,,7.00,3.00,,,,,,,,,,MANUAL,C3000D,,
SO03-IDM210700377,1,Y,02/08/2021,ANDRY CHRISTIANTO,CU00302,PT PULAUINTAN BAJAPERKASA KONSTRUKSI,DPPBA00074,JL RAYA BOGOR NO 3 CIMANDALA SUKARAJA,BOGOR    , ,40PX12A06P3R,1210.26 ,49.0,,,,,,,,,,,,7.00,7.00,7.00,7.00,7.00,7.00,7.00,,,,,,,MANUAL,C3000D,,
SO02-IDM210700412,1,Y,02/08/2021,LUDI PURNAMA,CU02816,CV INDOBARU MANDIRI,DPIBM00109,PT RITME INDAH KREASI. LANTAI VILLA ROYAL TULIP GUNUNG GEULIS RESORT DAN GOLF,JL PASIR ANGIN GADOG SUKARAJA BOGOR    , ,25FI12A06XXX,39.00 ,39.0,,,,,,,,,,21.00,14.00,4.00,,,,,,,,,,,,,CPS,C0000E,,
SO02-IDM210700413,1,Y,02/08/2021,LUDI PURNAMA,CU02816,CV INDOBARU MANDIRI,DPIBM00109,PT RITME INDAH KREASI. LANTAI VILLA ROYAL TULIP GUNUNG GEULIS RESORT DAN GOLF,JL PASIR ANGIN GADOG SUKARAJA BOGOR    , ,40FI12A06XXX,5.00 ,5.0,,,,,,,,,,,5.00,,,,,,,,,,,,,,MANUAL,C0000E,,
SO03-IDM210700460,1,Y,02/08/2021,ANDRY CHRISTIANTO,CU04616,PT. STRADA CAHYA GEMILANG,DPSCG00050,PT YES MULIA PRATAMA PEMB JALUR GANDA LINTAS BOGOR CIOMAS,BOGOR    , ,35PX12A06XXX,48.00 ,48.0,,,,,,,,12.00,12.00,6.00,6.00,6.00,6.00,,,,,,,,,,,,,C3000D,,
SO02-IDM210800002,1,Y,02/08/2021,DEDE JUNAEDI,CU04700,PT. TESA MULSOKO PERKASA,DPTMP00008,PEMBANGUNAN RTH MAKAM TPU SRENGSENG SAWAH,JAKARTA SELATAN    , ,30FI12A06XXX,46.00 ,46.0,,,,,,,,12.00,12.00,12.00,10.00,,,,,,,,,,,,,,MANUAL,C0000E,,
